Name,Image URL,Price,Manufacturer,Part #,Chipset,Memory,Memory Type,Core Clock,Boost Clock,Effective Memory Clock,Interface,Color,Frame Sync,Length,TDP,Case Expansion Slot Width,Total Slot Width,Cooling,External Power,HDMI Outputs,DisplayPort Outputs,DVI-D Dual Link Outputs,HDMI 2.1a Outputs,DisplayPort 1.4 Outputs,DisplayPort 1.4a Outputs,DisplayPort 2.1 Outputs,SLI/CrossFire
PNY VCGGTX10606PB,https://m.media-amazon.com/images/I/41HGIRZsf9L.jpg,,PNY,VCGGTX10606PB,GeForce GTX 1060 6GB,6 GB,GDDR5,1506 MHz,1708 MHz,8192 MHz,PCIe x16,Black,G-Sync,265 mm,120 W,2,2,2 Fans,1 PCIe 6-pin,1,3,1,N/A,N/A,N/A,N/A,N/A
Zotac GAMING Trinity,//cdna.pcpartpicker.com/static/forever/images/product/6140604d35d79b08aa3c881371d748b6.256p.jpg,,Zotac,ZT-D40900D-10P,GeForce RTX 4090,24 GB,GDDR6X,2235 MHz,2520 MHz,N/A,PCIe x16,Black / Silver,G-Sync,356 mm,450 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
Asus STRIX GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/4b7e583b9feddd898d682deba86f4eb5.256p.jpg,,Asus,"ROG-STRIX-RTX3080-O10G-GAMING, 90YV0FA1-M0NM00",GeForce RTX 3080 10GB,10 GB,GDDR6X,1440 MHz,1935 MHz,19500 MHz,PCIe x16,Black,G-Sync,318 mm,320 W,2,3,3 Fans,3 PCIe 8-pin,2,3,N/A,N/A,N/A,N/A,N/A,N/A
MSI GAMING Z TRIO,//cdna.pcpartpicker.com/static/forever/images/product/8171265bd9416899266c05bbf5b55d19.256p.jpg,"$1,998.00 ",MSI,"GeForce RTX 3080 GAMING Z TRIO 12G LHR, RTX 3080 GAMING Z TRIO 12G LHR, V389-402R, G3080GZT12L",GeForce RTX 3080 12GB LHR,12 GB,GDDR6X,1260 MHz,1815 MHz,N/A,PCIe x16,Black / Gray,G-Sync,323 mm,390 W,2,3,3 Fans,3 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
AMD 100-506157,//cdna.pcpartpicker.com/static/forever/images/product/263c6f062d16cca4d758d236720aca9c.256p.jpg,"$2,160.44 ",AMD,100-506157,Radeon PRO W6800,32 GB,GDDR6,2075 MHz,2320 MHz,16000 MHz,PCIe x16,Blue / Gray,None,267 mm,250 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Zotac GAMING Twin Fan,//cdna.pcpartpicker.com/static/forever/images/product/86b13803c40d10f79f48d308f92af0ad.256p.jpg,$339.99 ,Zotac,ZT-T16510F-10L,GeForce GTX 1650 SUPER,4 GB,GDDR6,1530 MHz,1725 MHz,12000 MHz,PCIe x16,Black,G-Sync,158 mm,100 W,2,2,2 Fans,1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,N/A
MSI GTX 980Ti 6GD5,//cdna.pcpartpicker.com/static/forever/images/product/3ce2dbab2c6571aa8fbf7b57a84ae257.256p.jpg,,MSI,GTX 980Ti 6GD5,GeForce GTX 980 Ti,6 GB,GDDR5,1000 MHz,1076 MHz,7010 MHz,PCIe x16,Black / Silver,G-Sync,282 mm,250 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
Zotac MINI,//cdna.pcpartpicker.com/static/forever/images/product/0542064e7b0d6c23f92b1749826d2ae9.256p.jpg,,Zotac,ZT-T20610E-10M,GeForce RTX 2060 SUPER,8 GB,GDDR6,1470 MHz,1650 MHz,14000 MHz,PCIe x16,Silver / Black,G-Sync,210 mm,175 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
ASRock Challenger ITX,//cdna.pcpartpicker.com/static/forever/images/product/9815a3d8facbd2c78af7ad99826ed482.256p.jpg,$239.99 ,ASRock,"RX6600XT CLI 8G, 90-GA32ZZ-00UANF",Radeon RX 6600 XT,8 GB,GDDR6,1968 MHz,N/A,N/A,PCIe x16,Black,FreeSync,179 mm,160 W,2,2,1 Fan,1 PCIe 8-pin,2,2,N/A,N/A,N/A,N/A,N/A,N/A
ASRock Challenger D OC,//cdna.pcpartpicker.com/static/forever/images/product/908f9f84adfd5c34c086406f04e754ef.256p.jpg,,ASRock,"RX6650XT CLD 8GO, 90-GA3RZZ-00UANF",Radeon RX 6650 XT,8 GB,GDDR6,2055 MHz,2669 MHz,17500 MHz,PCIe x16,Black / Black,FreeSync,269 mm,180 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
MSI GeForce GTX 1650 SUPER,https://m.media-amazon.com/images/I/51tTth41gYL.jpg,,MSI,"GTX 1650 Super AERO ITX OC, GeForce GTX 1650 Super AERO ITX OC, V809-3295R, G165SAIC",GeForce GTX 1650 SUPER,4 GB,GDDR6,1530 MHz,1740 MHz,12000 MHz,PCIe x16,Black / White,G-Sync,175 mm,100 W,2,2,1 Fan,1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,N/A
MSI GAMING X TRIO,//cdna.pcpartpicker.com/static/forever/images/product/af7dc18948b25f96b5e537dd299eca5a.256p.jpg,,MSI,"GeForce RTX 4070 Ti GAMING X TRIO WHITE 12G, RTX 4070 Ti GAMING X TRIO WHITE 12G",GeForce RTX 4070 Ti,12 GB,GDDR6X,2310 MHz,2760 MHz,N/A,PCIe x16,White / Silver,G-Sync,337 mm,285 W,3,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
Palit Dual OC,//cdna.pcpartpicker.com/static/forever/images/product/88ccdd809e3f24af081408f0ca76dafd.256p.jpg,$348.92 ,Palit,NE63060T19K9-190AD,GeForce RTX 3060 12GB,12 GB,GDDR6,1320 MHz,N/A,1837 MHz,PCIe x16,Black,G-Sync,245 mm,180 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte WINDFORCE OC,https://m.media-amazon.com/images/I/51MrqknKKZL.jpg,,Gigabyte,GV-N1070WF2OC-8GD,GeForce GTX 1070,8 GB,GDDR5,1556 MHz,1771 MHz,8008 MHz,PCIe x16,Black / Orange,G-Sync,280 mm,150 W,2,2,2 Fans,1 PCIe 8-pin,1,3,1,N/A,N/A,N/A,N/A,2-way SLI Capable
Palit Dual OC,//cdna.pcpartpicker.com/static/forever/images/product/7dc4e22c829a2eb9e8d7dc5d085f18e5.256p.jpg,,Palit,NED407SS19K9-1043D,GeForce RTX 4070 SUPER,12 GB,GDDR6X,1980 MHz,2550 MHz,N/A,PCIe x16,Black,G-Sync,269 mm,220 W,2,2,2 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
MAXSUN iCraft Limited Edition OC,https://m.media-amazon.com/images/I/41MVqdHqdsL.jpg,$949.99 ,MAXSUN,MS-GeForce RTX4070Ti iCraft OC 12G,GeForce RTX 4070 Ti,12 GB,GDDR6X,2310 MHz,2385 MHz,21000 MHz,PCIe x16,White,G-Sync,336 mm,300 W,3,3,3 Fans,1 PCIe 16-pin,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A
PNY VCQP4000-PB,//cdna.pcpartpicker.com/static/forever/images/product/5bbd7c000f84124a2faec10b893e4145.256p.jpg,$392.99 ,PNY,VCQP4000-PB,Quadro P4000,8 GB,GDDR5,1227 MHz,1480 MHz,6008 MHz,PCIe x16,Black / Green,None,242 mm,105 W,1,1,1 Fan,1 PCIe 6-pin,N/A,4,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
NVIDIA 9001G4012500000,/static/forever/img/no-image.png,$399.00 ,NVIDIA,9001G4012500000,GeForce GTX 980,4 GB,GDDR5,1126 MHz,1216 MHz,7010 MHz,PCIe x16,Black / Silver,G-Sync,267 mm,165 W,2,2,1 Fan,2 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
Gigabyte AORUS MASTER,https://m.media-amazon.com/images/I/41wXD9DiTrS.jpg,"$1,126.95 ",Gigabyte,GV-N308TAORUS M-12GD,GeForce RTX 3080 Ti,12 GB,GDDR6X,1365 MHz,1770 MHz,N/A,PCIe x16,Black,G-Sync,320 mm,350 W,2,4,3 Fans,3 PCIe 8-pin,3,3,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/de25fa21241e697179b2c8fc7ed05a5c.256p.jpg,,Gigabyte,"GV-R665XTGAMING OC-8GD, GV-R665XTGAMING OC-8",Radeon RX 6650 XT,8 GB,GDDR6,2055 MHz,2694 MHz,N/A,PCIe x16,Black / Gray,FreeSync,282 mm,180 W,2,3,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A
Asus TUF GAMING V2,//cdna.pcpartpicker.com/static/forever/images/product/47f258310d37166edf955609c3f1ece2.256p.jpg,,Asus,"TUF-RTX3060-12G-V2-GAMING, 90YV0GC1-M0NA10",GeForce RTX 3060 12GB,12 GB,GDDR6,1320 MHz,1807 MHz,15000 MHz,PCIe x16,Black,G-Sync,301 mm,170 W,2,3,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
Gigabyte WINDFORCE OC,//cdna.pcpartpicker.com/static/forever/images/product/5f55b039f807585a3e511c65fecda8e1.256p.jpg,,Gigabyte,GV-N306TWF2OC-8GD,GeForce RTX 3060 Ti LHR,8 GB,GDDR6,1665 MHz,1680 MHz,14000 MHz,PCIe x16,Black / Silver,G-Sync,198 mm,200 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A
ASRock Radeon RX 5500 XT Phantom Gaming D 8G OC,//cdna.pcpartpicker.com/static/forever/images/product/812b86b62d7ff81cd1332110ce96ac91.256p.jpg,,ASRock,"RX5500XT PGD 8GO, 90-GA1NZZ-00UANF",Radeon RX 5500 XT,8 GB,GDDR6,1685 MHz,1845 MHz,14000 MHz,PCIe x16,Silver / Red,FreeSync,241 mm,130 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
MSI AERO ITX OC,https://m.media-amazon.com/images/I/41yyQ69+1NL.jpg,$209.99 ,MSI,"GeForce RTX 3050 AERO ITX 8G OC, RTX 3050 AERO ITX 8G OC, V809-4041R",GeForce RTX 3050 8GB,8 GB,GDDR6,1550 MHz,N/A,N/A,PCIe x16,Black / Silver,G-Sync,172 mm,130 W,2,2,1 Fan,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Palit KalmX,//cdna.pcpartpicker.com/static/forever/images/product/2f268a97f224a87073a90da84694d949.256p.jpg,,Palit,NE63050018JE-1070H,GeForce RTX 3050 6GB,6 GB,GDDR6,1040 MHz,1470 MHz,N/A,PCIe x16,Silver / Black,G-Sync,166 mm,70 W,2,2,Fanless,None,N/A,N/A,1,N/A,N/A,1,N/A,N/A
Palit GamingPro,//cdna.pcpartpicker.com/static/forever/images/product/05834a663b1e63c37e7488be9509c4b6.256p.jpg,,Palit,NED408S019T2-1032A,GeForce RTX 4080 SUPER,16 GB,GDDR6X,2210 MHz,2550 MHz,N/A,PCIe x16,Black / Silver,G-Sync,329 mm,320 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Zotac ZT-71115-20L,https://images-na.ssl-images-amazon.com/images/I/51QnG5JSoNL.jpg,$79.99 ,Zotac,ZT-71115-20L,GeForce GT 730,4 GB,DDR3,902 MHz,N/A,1600 MHz,PCIe x16,Black / Gold,None,N/A,49 W,1,1,Fanless,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
Asus CERBERUS,//cdna.pcpartpicker.com/static/forever/images/product/405649f463b51cc033cce57f8621dee8.256p.jpg,,Asus,"CERBERUS-GTX1050TI-A4G, 90YV0A75-M0NA00",GeForce GTX 1050 Ti,4 GB,GDDR5,1328 MHz,1442 MHz,7008 MHz,PCIe x16,Black / Red,G-Sync,203 mm,75 W,2,2,2 Fans,None,1,1,1,N/A,N/A,N/A,N/A,N/A
Gigabyte AORUS XTREME,https://m.media-amazon.com/images/I/51rIxGUnG6L.jpg,,Gigabyte,GV-N108TAORUS X-11GD,GeForce GTX 1080 Ti,11 GB,GDDR5X,1607 MHz,1746 MHz,11448 MHz,PCIe x16,Black / Silver,G-Sync,293 mm,250 W,2,3,3 Fans,2 PCIe 8-pin,2,3,1,N/A,N/A,N/A,N/A,2-way SLI Capable
EVGA SC GAMING,//cdna.pcpartpicker.com/static/forever/images/product/58d47483a3c820cdbae453c0730c722d.256p.jpg,,EVGA,"03G-P4-6162, 03G-P4-6162-KR",GeForce GTX 1060 3GB,3 GB,GDDR5,1607 MHz,1835 MHz,8008 MHz,PCIe x16,Black,G-Sync,173 mm,120 W,2,2,1 Fan,1 PCIe 6-pin,1,3,1,N/A,N/A,N/A,N/A,N/A
Gigabyte OC Low Profile,//cdna.pcpartpicker.com/static/forever/images/product/4375514cb49c92151ac020291cb636f0.256p.jpg,,Gigabyte,GV-N105TOC-4GL,GeForce GTX 1050 Ti,4 GB,GDDR5,1328 MHz,1442 MHz,7008 MHz,PCIe x16,Black,G-Sync,167 mm,75 W,2,2,1 Fan,None,2,1,1,N/A,N/A,N/A,N/A,N/A
Sapphire PULSE OC,//cdna.pcpartpicker.com/static/forever/images/product/3451e8358b4ebe6fbe0cfa685a416d32.256p.jpg,,Sapphire,11314-03-20G,Radeon RX 6500 XT,8 GB,GDDR6,2310 MHz,2855 MHz,18000 MHz,PCIe x16,Black / Red,FreeSync,194 mm,130 W,2,2,2 Fans,1 PCIe 8-pin,1,1,N/A,N/A,N/A,N/A,N/A,N/A
Inno3D X3 OC,//cdna.pcpartpicker.com/static/forever/images/product/1e87423b9491ea9b4491302d0cf129bc.256p.jpg,,Inno3D,N407S3-126XX-186162L,GeForce RTX 4070 SUPER,12 GB,GDDR6X,1980 MHz,2505 MHz,N/A,PCIe x16,Black / Silver,G-Sync,297 mm,220 W,2,2,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Asus ROG STRIX GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/3d8eacc72623507fcd87816f2948adb2.256p.jpg,$449.99 ,Asus,"ROG-STRIX-RX6600XT-O8G-GAMING, 90YV0GN0-M0NA00",Radeon RX 6600 XT,8 GB,GDDR6,1968 MHz,2607 MHz,16000 MHz,PCIe x16,Black / Gray,FreeSync,243 mm,160 W,2,3,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte EAGLE,https://m.media-amazon.com/images/I/41Q1nFsF8hL.jpg,$587.49 ,Gigabyte,GV-R66XTEAGLE-8GD,Radeon RX 6600 XT,8 GB,GDDR6,1968 MHz,2589 MHz,16000 MHz,PCIe x16,Black / Silver,FreeSync,282 mm,160 W,2,2,3 Fans,1 PCIe 8-pin,2,2,N/A,N/A,N/A,N/A,N/A,N/A
Palit Dual,//cdna.pcpartpicker.com/static/forever/images/product/614312aa4bbc12bc5642cf92e585f066.256p.jpg,,Palit,NE6306T019P2-190AD,GeForce RTX 3060 Ti LHR,8 GB,GDDR6,1410 MHz,1665 MHz,14000 MHz,PCIe x16,Black,G-Sync,247 mm,200 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
MSI GAMING X TRIO,//cdna.pcpartpicker.com/static/forever/images/product/4d7e17317c6b75f525a4c8ccd8f37631.256p.jpg,,MSI,"RTX 2080 GAMING X TRIO, GEFORCE RTX 2080 GAMING X TRIO, G2080GXT, V372-031R",GeForce RTX 2080,8 GB,GDDR6,1515 MHz,1860 MHz,7000 MHz,PCIe x16,Black,G-Sync,327 mm,215 W,2,3,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus STRIX,//cdna.pcpartpicker.com/static/forever/images/product/693777ec9e78f43200a7751cd07ddd50.256p.jpg,,Asus,"STRIX-GTX1050TI-O4G-GAMING, 90YV0A30-M0NA00",GeForce GTX 1050 Ti,4 GB,GDDR5,1379 MHz,1506 MHz,7008 MHz,PCIe x16,Black,G-Sync,241 mm,75 W,2,2,2 Fans,1 PCIe 6-pin,1,1,2,N/A,N/A,N/A,N/A,N/A
Asus STRIX GAMING,//cdna.pcpartpicker.com/static/forever/images/product/d4e18c8d46a29358ef69fa1fa83d70c3.256p.jpg,,Asus,"STRIX-GTX1080TI-O11G-GAMING, ROG-STRIX-GTX1080TI-O11G-GAMING, 90YV0AM0-M0NM00",GeForce GTX 1080 Ti,11 GB,GDDR5X,1569 MHz,1708 MHz,11100 MHz,PCIe x16,Black,G-Sync,298 mm,250 W,2,3,3 Fans,2 PCIe 8-pin,2,2,1,N/A,N/A,N/A,N/A,2-way SLI Capable
PowerColor AXRX 5700XT 8GBD6-3DH,//cdna.pcpartpicker.com/static/forever/images/product/2ce24f39c65db0574915fcf3be0af434.256p.jpg,,PowerColor,AXRX 5700XT 8GBD6-3DH,Radeon RX 5700 XT,8 GB,GDDR6,1605 MHz,1905 MHz,14000 MHz,PCIe x16,Black,FreeSync,230 mm,225 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Gainward Panther OC,//cdna.pcpartpicker.com/static/forever/images/product/38b99f720fad5294e144a6ae21708c8a.256p.jpg,,Gainward,"NED47TSS19T2-1043Z, 4434",GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,2340 MHz,2640 MHz,N/A,PCIe x16,Black,G-Sync,329 mm,285 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Zotac GAMING AMP Holo,https://m.media-amazon.com/images/I/41aXhU9RJuS.jpg,"$1,449.99 ",Zotac,ZT-A30810F-10P,GeForce RTX 3080 Ti,12 GB,GDDR6X,1365 MHz,1710 MHz,19000 MHz,PCIe x16,Black / Silver,G-Sync,318 mm,350 W,2,4,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Asus TUF GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/9c8eb4b9a8bd5c79a1ee793ae814b5fd.256p.jpg,"$1,399.99 ",Asus,"TUF-RX6900XT-O16G-GAMING, 90YV0GE0-M0NM00",Radeon RX 6900 XT,16 GB,GDDR6,1825 MHz,2340 MHz,16000 MHz,PCIe x16,Black,FreeSync,320 mm,300 W,2,3,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
EVGA XC BLACK GAMING,https://m.media-amazon.com/images/I/51pLS6ri0CL.jpg,$442.78 ,EVGA,12G-P5-3655-KR,GeForce RTX 3060 12GB,12 GB,GDDR6,1320 MHz,1777 MHz,15000 MHz,PCIe x16,Black,G-Sync,202 mm,170 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
MSI RX 580 8G V1,https://m.media-amazon.com/images/I/41aCObmnxoL.jpg,,MSI,RX 580 8G V1,Radeon RX 580,8 GB,GDDR5,1257 MHz,1340 MHz,8000 MHz,PCIe x16,Black / Red,FreeSync,198 mm,185 W,2,2,1 Fan,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
MSI N730-2GD3V3,//cdna.pcpartpicker.com/static/forever/images/product/ba17331ea92c2aef90ebbb68d1ac8a0d.256p.jpg,$97.10 ,MSI,N730-2GD3V3,GeForce GT 730,2 GB,DDR3,700 MHz,N/A,1600 MHz,PCIe x16,White,None,145 mm,49 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Asus ROG STRIX GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/bb77dfa4b028a1875db6a7fbf388df36.256p.jpg,,Asus,ROG-STRIX-RTX3060TI-O8G-GAMING,GeForce RTX 3060 Ti,8 GB,GDDR6,1410 MHz,1890 MHz,14000 MHz,PCIe x16,Black / Gray,G-Sync,318 mm,200 W,2,3,3 Fans,2 PCIe 8-pin,2,3,N/A,N/A,N/A,N/A,N/A,N/A
Sapphire PULSE,https://m.media-amazon.com/images/I/41CByhwemCL.jpg,,Sapphire,"11289-06-20G, 100415P8GL",Radeon RX 590,8 GB,GDDR5,1469 MHz,1545 MHz,8000 MHz,PCIe x16,Black / Silver,FreeSync,230 mm,225 W,2,2,2 Fans,1 PCIe 8-pin,2,2,1,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Gigabyte EAGLE,//cdna.pcpartpicker.com/static/forever/images/product/386359c7f02987a7d67dc7631a5bd1e3.256p.jpg,,Gigabyte,GV-R64EAGLE-4GD,Radeon RX 6400,4 GB,GDDR6,1923 MHz,N/A,N/A,PCIe x16,Black / Silver,FreeSync,192 mm,53 W,2,2,2 Fans,None,1,1,N/A,N/A,N/A,N/A,N/A,N/A
Asus RX560-4G,//cdna.pcpartpicker.com/static/forever/images/product/4a990373908b3721230811f82fa9a3ae.256p.jpg,,Asus,RX560-4G,Radeon RX 560 - 1024,4 GB,GDDR5,1175 MHz,N/A,7000 MHz,PCIe x16,Black / Red,FreeSync,220 mm,90 W,2,2,2 Fans,1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX RAW II,https://m.media-amazon.com/images/I/31oBvIT7euL.jpg,,XFX,RX-57XT8OFF6,Radeon RX 5700 XT,8 GB,GDDR6,1605 MHz,1905 MHz,14000 MHz,PCIe x16,Black,FreeSync,278 mm,225 W,2,3,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
MSI VENTUS 2X,//cdna.pcpartpicker.com/static/forever/images/product/7d26105ccdbd8fd267b36bf060f18665.256p.jpg,,MSI,RTX 4070 VENTUS 2X 12G,GeForce RTX 4070,12 GB,GDDR6X,1920 MHz,2490 MHz,N/A,PCIe x16,Silver / Black,G-Sync,242 mm,200 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Palit Dual,//cdna.pcpartpicker.com/static/forever/images/product/1510b77b54680882afb041819a091a88.256p.jpg,$664.78 ,Palit,NED4070019K9-1047D,GeForce RTX 4070,12 GB,GDDR6X,1920 MHz,2475 MHz,N/A,PCIe x16,Black,G-Sync,269 mm,200 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
Zotac AMP Extreme,https://m.media-amazon.com/images/I/41MRKFQxI+L.jpg,,Zotac,ZT-P10810C-10P,GeForce GTX 1080 Ti,11 GB,GDDR5X,1645 MHz,1759 MHz,11200 MHz,PCIe x16,Black / Yellow,G-Sync,325 mm,320 W,2,3,3 Fans,2 PCIe 8-pin,1,3,1,N/A,N/A,N/A,N/A,2-way SLI Capable
ASRock Challenger D OC,//cdna.pcpartpicker.com/static/forever/images/product/592bf393de94bb9cbf8fef04f6c74b13.256p.jpg,,ASRock,"RX5600XT CLD 6GO, 90-GA1XZZ-00UANF",Radeon RX 5600 XT,6 GB,GDDR6,1235 MHz,1620 MHz,12000 MHz,PCIe x16,Black / Silver,FreeSync,240 mm,150 W,2,3,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Asus TUF GAMING,//cdna.pcpartpicker.com/static/forever/images/product/f0079d11e964a8afe1a2f3698a73f780.256p.jpg,$210.72 ,Asus,"TUF-GTX1650S-4G-GAMING, 90YV0E43-M0NA00",GeForce GTX 1650 SUPER,4 GB,GDDR6,1530 MHz,1755 MHz,12002 MHz,PCIe x16,Black,G-Sync,206 mm,100 W,2,3,2 Fans,1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,N/A
EVGA GAMING,//cdna.pcpartpicker.com/static/forever/images/product/9ca44d4ea5ab911e13eab4ffafc7535d.256p.jpg,,EVGA,08G-P4-3070-KR,GeForce RTX 2070 SUPER,8 GB,GDDR6,1605 MHz,1770 MHz,14000 MHz,PCIe x16,Translucent Black,G-Sync,266 mm,215 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus STRIX-GTX960-DC2OC-4GD5,//cdna.pcpartpicker.com/static/forever/images/product/4ac1d14bd5d34a3a9da28e339495f98b.256p.jpg,,Asus,"STRIX-GTX960-DC2OC-4GD5, 90YV07Q0-M0NA00",GeForce GTX 960,4 GB,GDDR5,1253 MHz,1317 MHz,7010 MHz,PCIe x16,Black / Red,G-Sync,216 mm,120 W,2,2,2 Fans,1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI ARMOR OC,https://m.media-amazon.com/images/I/41i0Iu5GLJL.jpg,$598.00 ,MSI,"GeForce GTX 1080 ARMOR 8G OC, V336-004R, GTX 1080 ARMOR 8G OC",GeForce GTX 1080,8 GB,GDDR5X,1657 MHz,1797 MHz,10010 MHz,PCIe x16,Black / White,G-Sync,279 mm,180 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,1,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI GTX 1050 Ti 4G OC,https://m.media-amazon.com/images/I/516-ZFNsNmL.jpg,,MSI,GTX 1050 Ti 4G OC,GeForce GTX 1050 Ti,4 GB,GDDR5,1341 MHz,1455 MHz,7000 MHz,PCIe x16,Black / White,G-Sync,177 mm,75 W,2,2,1 Fan,None,1,1,1,N/A,N/A,N/A,N/A,N/A
MSI Radeon RX 5500 XT GAMING X 8G,//cdna.pcpartpicker.com/static/forever/images/product/e53018b22abb9ac3394c4dc0cff7b07a.256p.jpg,,MSI,"RX 5500 XT GAMING X 8G, V382-001R, Radeon RX 5500 XT GAMING X 8G, R5500XTGX8",Radeon RX 5500 XT,8 GB,GDDR6,1685 MHz,1845 MHz,14000 MHz,PCIe x16,Black / Red,FreeSync,247 mm,140 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
GALAX EX (1-Click OC),/static/forever/img/no-image.png,,GALAX,46IZL8MD8YEX,GeForce RTX 4060 Ti,16 GB,GDDR6,2310 MHz,2655 MHz,N/A,PCIe x16,Black,G-Sync,251 mm,165 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
MSI VENTUS 3X,//cdna.pcpartpicker.com/static/forever/images/product/b2c1551e522fa5c620615f383a7c9959.256p.jpg,,MSI,RTX 4070 Ti VENTUS 3X 12G,GeForce RTX 4070 Ti,12 GB,GDDR6X,2310 MHz,2625 MHz,N/A,PCIe x16,Silver / Black,G-Sync,308 mm,285 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
