Name,Image URL,Price,Manufacturer,Part #,Chipset,Memory,Memory Type,Core Clock,Boost Clock,Effective Memory Clock,Interface,Color,Frame Sync,Length,TDP,Case Expansion Slot Width,Total Slot Width,Cooling,External Power,HDMI Outputs,DisplayPort Outputs,DVI-D Dual Link Outputs,HDMI 2.1a Outputs,DisplayPort 1.4 Outputs,DisplayPort 1.4a Outputs,DisplayPort 2.1 Outputs,SLI/CrossFire
Asus ENGTX580/2DI/1536MD5,https://images-na.ssl-images-amazon.com/images/I/41kax%2BIrMgL.jpg,,Asus,ENGTX580/2DI/1536MD5,GeForce GTX 580,1.5 GB,GDDR5,782 MHz,N/A,N/A,PCIe x16,Black / Silver,None,279 mm,244 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
ECS NBGTX460-1GPI-F,/static/forever/img/no-image.png,,ECS,NBGTX460-1GPI-F,GeForce GTX 460,1 GB,GDDR5,765 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,150 W,2,3,2 Fans,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
ECS NGTX460-1GPI-F,/static/forever/img/no-image.png,,ECS,NGTX460-1GPI-F,GeForce GTX 460,1 GB,GDDR5,675 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,150 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
ECS NGTX460-1GPI-F1,/static/forever/img/no-image.png,,ECS,NGTX460-1GPI-F1,GeForce GTX 460,1 GB,GDDR5,675 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,150 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
EVGA 01G-P3-1366-TR,/static/forever/img/no-image.png,,EVGA,01G-P3-1366-TR,GeForce GTX 460 SE,1 GB,GDDR5,650 MHz,N/A,N/A,PCIe x16,Black / Silver,None,209 mm,150 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
EVGA 01G-P3-1367-TR,https://m.media-amazon.com/images/I/41u5B+67ajL.jpg,,EVGA,01G-P3-1367-TR,GeForce GTX 460 SE,1 GB,GDDR5,720 MHz,N/A,N/A,PCIe x16,Black / Silver,None,209 mm,150 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
EVGA 01G-P3-1377-TR,//cdna.pcpartpicker.com/static/forever/images/product/fda83ba7e0bf5cc05e8e6edf82544aea.256p.jpg,,EVGA,01G-P3-1377-TR,GeForce GTX 460,1 GB,GDDR5,850 MHz,N/A,N/A,PCIe x16,Black / Silver,None,209 mm,150 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
EVGA 01G-P3-1380-KR,https://m.media-amazon.com/images/I/41u5B+67ajL.jpg,,EVGA,01G-P3-1380-KR,GeForce GTX 460,1 GB,GDDR5,850 MHz,N/A,N/A,PCIe x16,Black / Silver,None,209 mm,150 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
EVGA 01G-P3-1467-AR,https://images-na.ssl-images-amazon.com/images/I/41no9BpiDNL.jpg,,EVGA,01G-P3-1467-AR,GeForce GTX 465,1 GB,GDDR5,625 MHz,N/A,N/A,PCIe x16,Black / Silver,None,N/A,200 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
Gigabyte GV-N460OC2-1GI,https://images-na.ssl-images-amazon.com/images/I/51f1Syqi-QL.jpg,,Gigabyte,GV-N460OC2-1GI,GeForce GTX 460,1 GB,GDDR5,760 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,150 W,2,2,2 Fans,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Gigabyte GV-N460SO-1GI,https://images-na.ssl-images-amazon.com/images/I/41DvrDSbwgL.jpg,,Gigabyte,GV-N460SO-1GI,GeForce GTX 460,1 GB,GDDR5,815 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,150 W,2,2,2 Fans,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Gigabyte GV-N465MT-1GI,https://m.media-amazon.com/images/I/41v0Ajz0fgL.jpg,,Gigabyte,GV-N465MT-1GI,GeForce GTX 465,1 GB,GDDR5,607 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,200 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
MSI CYCLONE,https://images-na.ssl-images-amazon.com/images/I/51vQTs0rxAL.jpg,,MSI,N460GTX Cyclone 768D5/OC,GeForce GTX 460,0.75 GB,GDDR5,675 MHz,N/A,N/A,PCIe x16,Black,None,N/A,150 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI HAWK,https://m.media-amazon.com/images/I/41O3Mm5HPAL.jpg,,MSI,N460GTX Hawk,GeForce GTX 460,1 GB,GDDR5,780 MHz,N/A,N/A,PCIe x16,Black / Silver,None,237 mm,150 W,2,2,2 Fans,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI HAWK TALON ATTACK,https://images-na.ssl-images-amazon.com/images/I/41eanzf6CAL.jpg,,MSI,N460GTX Hawk Talon Attack,GeForce GTX 460,1 GB,GDDR5,810 MHz,N/A,N/A,PCIe x16,Black / Silver,None,237 mm,150 W,2,2,2 Fans,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI TWIN FROZR II SOC,https://images-na.ssl-images-amazon.com/images/I/41-3gIyKJ4L.jpg,,MSI,N460GTX Twin Frozr II SOC,GeForce GTX 460,0.75 GB,GDDR5,750 MHz,N/A,N/A,PCIe x16,Black / Silver,None,252 mm,150 W,2,2,2 Fans,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI N465GTX-M2D1G,https://images-na.ssl-images-amazon.com/images/I/41fiLfMz7kL.jpg,,MSI,N465GTX-M2D1G,GeForce GTX 465,1 GB,GDDR5,607 MHz,N/A,N/A,PCIe x16,Black / Red,None,243 mm,200 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
MSI TWIN FROZR II,/static/forever/img/no-image.png,,MSI,N480GTX Twin Frozr II,GeForce GTX 480,1.5 GB,GDDR5,700 MHz,N/A,N/A,PCIe x16,N/A,None,264 mm,250 W,2,2,2 Fans,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
Zotac ZT-50202-10P,https://images-na.ssl-images-amazon.com/images/I/41rE9hujBiL.jpg,,Zotac,ZT-50202-10P,GeForce GTX 570,1.25 GB,GDDR5,780 MHz,N/A,N/A,PCIe x16,Black / Orange,None,266 mm,219 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
Zotac ZT-50101-10P,https://images-na.ssl-images-amazon.com/images/I/41JVrfnSLLL.jpg,,Zotac,ZT-50101-10P,GeForce GTX 580,1.5 GB,GDDR5,772 MHz,N/A,N/A,PCIe x16,Black / Orange,None,266 mm,244 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
PNY RVCGGTX465XXB,/static/forever/img/no-image.png,,PNY,RVCGGTX465XXB,GeForce GTX 465,1 GB,GDDR5,607 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,200 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
PNY RVCGGTX470XXB,/static/forever/img/no-image.png,,PNY,RVCGGTX470XXB,GeForce GTX 470,1.25 GB,GDDR5,607 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,215 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
PNY RVCGGTX480XXB,/static/forever/img/no-image.png,,PNY,RVCGGTX480XXB,GeForce GTX 480,1.5 GB,GDDR5,700 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,250 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
Sparkle SXX4601024D5UNM,https://m.media-amazon.com/images/I/2157w1PWFAL.jpg,,Sparkle,SXX4601024D5UNM,GeForce GTX 460,1 GB,GDDR5,700 MHz,N/A,N/A,PCIe x16,Black / Purple,None,N/A,150 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Sparkle SXX4602048D5SNM,https://images-na.ssl-images-amazon.com/images/I/21Gk35V9voL.jpg,,Sparkle,SXX4602048D5SNM,GeForce GTX 460,2 GB,GDDR5,700 MHz,N/A,N/A,PCIe x16,Black / Purple,None,209 mm,150 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Sparkle SXX4701280D5-NM,https://images-na.ssl-images-amazon.com/images/I/41lIE6e0v2L.jpg,,Sparkle,SXX4701280D5-NM,GeForce GTX 470,1.25 GB,GDDR5,607 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,215 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
Sparkle X460G,https://m.media-amazon.com/images/I/51vuQ-vA6dL.jpg,,Sparkle,X460G,GeForce GTX 460,1 GB,GDDR5,790 MHz,N/A,N/A,PCIe x16,Black / Purple,None,209 mm,150 W,2,3,2 Fans,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Zotac ZT-40404-10P,https://images-na.ssl-images-amazon.com/images/I/41FJupdCrxL.jpg,,Zotac,ZT-40404-10P,GeForce GTX 460,0.75 GB,GDDR5,710 MHz,N/A,N/A,PCIe x16,Black / Orange,None,N/A,150 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Zotac ZT-40406-10P,https://images-na.ssl-images-amazon.com/images/I/41sSHGhkfiL.jpg,,Zotac,ZT-40406-10P,GeForce GTX 460,2 GB,GDDR5,710 MHz,N/A,N/A,PCIe x16,Black / Orange,None,N/A,150 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Zotac ZT-40407-10P,https://images-eu.ssl-images-amazon.com/images/I/51W-NC6cd2L.jpg,,Zotac,ZT-40407-10P,GeForce GTX 460,1 GB,GDDR5,710 MHz,N/A,N/A,PCIe x16,Black / Orange,None,N/A,150 W,2,2,1 Fan,None,N/A,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
XFX PVT94GYRF2,/static/forever/img/no-image.png,,XFX,PVT94GYRF2,GeForce 9400 GT,0.5 GB,DDR2,550 MHz,N/A,800 MHz,PCIe x16,Black / Silver,None,N/A,30 W,1,1,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EVGA 01G-P3-1563-AR,/static/forever/img/no-image.png,,EVGA,01G-P3-1563-AR,GeForce GTX 560 Ti,1 GB,GDDR5,900 MHz,N/A,4212 MHz,PCIe x16,Black / Gold,None,228 mm,210 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Zotac ZT-50303-10M,https://m.media-amazon.com/images/I/41zubreN8OL.jpg,,Zotac,ZT-50303-10M,GeForce GTX 560 Ti,1 GB,GDDR5,850 MHz,N/A,4010 MHz,PCIe x16,Black / Orange,None,N/A,210 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Gigabyte GV-N570OC-13I,https://images-na.ssl-images-amazon.com/images/I/410NPooEBVL.jpg,,Gigabyte,GV-N570OC-13I,GeForce GTX 570,1.25 GB,GDDR5,780 MHz,N/A,3800 MHz,PCIe x16,Black / Blue,None,N/A,219 W,2,2,3 Fans,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
Gigabyte GV-N580UD-15I,https://images-na.ssl-images-amazon.com/images/I/51z9QXZCFuL.jpg,,Gigabyte,GV-N580UD-15I,GeForce GTX 580,1.5 GB,GDDR5,795 MHz,N/A,4008 MHz,PCIe x16,Black / Green,None,N/A,244 W,2,2,3 Fans,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
PNY VCGGTX580XPB,https://images-na.ssl-images-amazon.com/images/I/41kRWWSIfIL.jpg,,PNY,VCGGTX580XPB,GeForce GTX 580,1.5 GB,GDDR5,772 MHz,N/A,4008 MHz,PCIe x16,Black / Gold,None,266 mm,244 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
Sapphire 100282-2GTXSR,https://m.media-amazon.com/images/I/21mzxMqebmL.jpg,,Sapphire,100282-2GTXSR,Radeon HD 5850,2 GB,GDDR5,765 MHz,N/A,1125 MHz,PCIe x16,Black / Blue,None,N/A,151 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Asus EN8400GS SILENT/P/512M,https://images-na.ssl-images-amazon.com/images/I/41ZLUSRcafL.jpg,,Asus,EN8400GS SILENT/P/512M,GeForce 8400 GS,0.5 GB,DDR2,567 MHz,N/A,800 MHz,PCIe x16,Blue / Silver,None,N/A,30 W,1,1,Fanless,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Asus ENGTX460 DC TOP/2DI/1GD5/V2,/static/forever/img/no-image.png,,Asus,ENGTX460 DC TOP/2DI/1GD5/V2,GeForce GTX 460,1 GB,GDDR5,775 MHz,N/A,4000 MHz,PCIe x16,N/A,None,248 mm,150 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
ECS N9500GTC-1GQS-F,https://images-na.ssl-images-amazon.com/images/I/514v5bffJFL.jpg,,ECS,N9500GTC-1GQS-F,GeForce 9500 GT,1 GB,DDR2,N/A,N/A,N/A,PCIe x16,Black / Silver,None,N/A,30 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECS NBGTS450-1GPI-F,/static/forever/img/no-image.png,,ECS,NBGTS450-1GPI-F,GeForce GTS 450,1 GB,GDDR5,850 MHz,N/A,4000 MHz,PCIe x16,N/A,None,216 mm,106 W,2,3,2 Fans,1 PCIe 6-pin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
ECS NGTS450-1GPI-F1,/static/forever/img/no-image.png,,ECS,NGTS450-1GPI-F1,GeForce GTS 450,1 GB,GDDR5,783 MHz,N/A,3600 MHz,PCIe x16,N/A,None,N/A,106 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
ECS NS8400GS2C-512SS-H,/static/forever/img/no-image.png,,ECS,NS8400GS2C-512SS-H,GeForce 8400 GS,0.5 GB,DDR2,567 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,30 W,1,1,Fanless,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EVGA 01G-P3-1303-KR,https://m.media-amazon.com/images/I/410C+z9I83L.jpg,,EVGA,01G-P3-1303-KR,GeForce 8400 GS,1 GB,DDR3,520 MHz,N/A,1200 MHz,PCIe x16,Black / Green,None,158 mm,30 W,1,1,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EVGA 01G-P3-1435-LR,https://images-na.ssl-images-amazon.com/images/I/51moQU4OhML.jpg,,EVGA,01G-P3-1435-LR,GeForce GT 430,1 GB,DDR3,735 MHz,N/A,1800 MHz,PCIe x16,Black / Green,None,N/A,49 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EVGA 02G-P3-1386-KR,https://m.media-amazon.com/images/I/41stqFd12KL.jpg,,EVGA,02G-P3-1386-KR,GeForce GTX 460,2 GB,GDDR5,700 MHz,N/A,3600 MHz,PCIe x16,Black / Silver,None,209 mm,150 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Gigabyte GV-N430OC-1GL,https://images-na.ssl-images-amazon.com/images/I/41Agj8pzlYL.jpg,,Gigabyte,GV-N430OC-1GL,GeForce GT 430,1 GB,DDR3,730 MHz,N/A,1800 MHz,PCIe x16,Black / Blue,None,N/A,49 W,1,2,2 Fans,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte GV-N450OC-1GI,https://images-na.ssl-images-amazon.com/images/I/41nuwPMN2eL.jpg,,Gigabyte,GV-N450OC-1GI,GeForce GTS 450,1 GB,GDDR5,830 MHz,N/A,3608 MHz,PCIe x16,Black / Blue,None,N/A,106 W,2,2,2 Fans,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Gigabyte GV-R567D3-1GI,https://images-na.ssl-images-amazon.com/images/I/51KN5jcx%2BiL.jpg,,Gigabyte,GV-R567D3-1GI,Radeon HD 5670,1 GB,DDR3,775 MHz,N/A,1600 MHz,PCIe x16,Black / Blue,None,N/A,64 W,1,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Gigabyte GV-R567ZL-1GI,https://m.media-amazon.com/images/I/511WlXvofUL.jpg,,Gigabyte,GV-R567ZL-1GI,Radeon HD 5670,1 GB,GDDR5,790 MHz,N/A,1000 MHz,PCIe x16,N/A,None,N/A,64 W,1,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI N430GT-MD1GD3 OC/TF,https://images-na.ssl-images-amazon.com/images/I/41EZbo8n3aL.jpg,,MSI,N430GT-MD1GD3 OC/TF,GeForce GT 430,1 GB,DDR3,785 MHz,N/A,2000 MHz,PCIe x16,Black / Silver,None,170 mm,49 W,1,2,2 Fans,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MSI N430GT-MD1GD3-OC/LP,https://images-na.ssl-images-amazon.com/images/I/51OjGiKn4LL.jpg,,MSI,N430GT-MD1GD3-OC/LP,GeForce GT 430,1 GB,DDR3,785 MHz,N/A,2000 MHz,PCIe x16,Black / Gold,None,N/A,49 W,1,1,2 Fans,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MSI N440GT-MD1GD3/LP,https://images-na.ssl-images-amazon.com/images/I/418NAHwwjEL.jpg,,MSI,N440GT-MD1GD3/LP,GeForce GT 440,1 GB,DDR3,810 MHz,N/A,1800 MHz,PCIe x16,Black / Silver,None,N/A,65 W,1,2,2 Fans,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MSI CYCLONE,https://m.media-amazon.com/images/I/41Oardd4sXL.jpg,,MSI,N450GTS CYCLONE 1GD5/OC,GeForce GTS 450,1 GB,GDDR5,850 MHz,N/A,4000 MHz,PCIe x16,Black / White,None,210 mm,106 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI N450GTS-M2D1GD5,//cdna.pcpartpicker.com/static/forever/images/product/5666706f4335d17cfe090c8cb010109a.256p.jpg,,MSI,N450GTS-M2D1GD5,GeForce GTS 450,1 GB,GDDR5,783 MHz,N/A,3608 MHz,PCIe x16,Black / Red,None,N/A,106 W,1,1,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI N450GTS-M2D1GD5/OC,https://images-na.ssl-images-amazon.com/images/I/41LCzXyBk3L.jpg,,MSI,N450GTS-M2D1GD5/OC,GeForce GTS 450,1 GB,GDDR5,850 MHz,N/A,4000 MHz,PCIe x16,Black / Red,None,N/A,106 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI N570GTX-M2D12D5/OC,https://images-na.ssl-images-amazon.com/images/I/51nfsmmXeOL.jpg,,MSI,N570GTX-M2D12D5/OC,GeForce GTX 570,1.25 GB,GDDR5,786 MHz,N/A,4200 MHz,PCIe x16,Black / Blue,None,268 mm,219 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
MSI Cyclone PE,https://images-na.ssl-images-amazon.com/images/I/51IwQVzF%2BCL.jpg,,MSI,R6850 Cyclone PE/OC,Radeon HD 6850,1 GB,GDDR5,860 MHz,N/A,1100 MHz,PCIe x16,Black / Silver,None,N/A,127 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI HAWK,https://m.media-amazon.com/images/I/41EwSAWWrML.jpg,,MSI,R6870 Hawk,Radeon HD 6870,1 GB,GDDR5,930 MHz,N/A,1050 MHz,PCIe x16,Black / Silver,None,254 mm,151 W,2,2,2 Fans,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Sapphire 100289-2L,/static/forever/img/no-image.png,,Sapphire,100289-2L,Radeon HD 5670,1 GB,GDDR5,N/A,N/A,N/A,PCIe x16,N/A,None,N/A,64 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Sapphire 100289FLEX,https://m.media-amazon.com/images/I/51s92TFkkTL.jpg,,Sapphire,100289FLEX,Radeon HD 5670,1 GB,GDDR5,775 MHz,N/A,1000 MHz,PCIe x16,N/A,None,N/A,64 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Sapphire 100311-2SR,https://m.media-amazon.com/images/I/41YiyZwgY1L.jpg,,Sapphire,100311-2SR,Radeon HD 6970,2 GB,GDDR5,N/A,N/A,N/A,PCIe x16,N/A,None,N/A,250 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Sapphire 100312-1GSR,/static/forever/img/no-image.png,,Sapphire,100312-1GSR,Radeon HD 6950,1 GB,GDDR5,N/A,N/A,N/A,PCIe x16,Black / Silver,None,N/A,200 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Sapphire 100314VXSR,https://m.media-amazon.com/images/I/41Bb91CMcRL.jpg,,Sapphire,100314VXSR,Radeon HD 6870,1 GB,GDDR5,900 MHz,N/A,1050 MHz,PCIe x16,Black / White,None,N/A,151 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Sparkle SX560T1024D5MH,https://images-na.ssl-images-amazon.com/images/I/41UpvwHgO8L.jpg,,Sparkle,SX560T1024D5MH,GeForce GTX 560 Ti,1 GB,GDDR5,820 MHz,N/A,4000 MHz,PCIe x16,Black / Blue,None,209 mm,210 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Sparkle SXS4501024D5SNS,https://m.media-amazon.com/images/I/31hoI+jE-IL.jpg,,Sparkle,SXS4501024D5SNS,GeForce GTS 450,1 GB,GDDR5,789 MHz,N/A,3760 MHz,PCIe x16,Black / Blue,None,209 mm,106 W,1,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Sparkle X450G,/static/forever/img/no-image.png,,Sparkle,X450G,GeForce GTS 450,1 GB,GDDR5,850 MHz,N/A,3800 MHz,PCIe x16,N/A,None,209 mm,106 W,2,3,2 Fans,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Sparkle SXT4301024S3LNM,https://images-na.ssl-images-amazon.com/images/I/51c1ANb-Y7L.jpg,,Sparkle,SXT4301024S3LNM,GeForce GT 430,1 GB,DDR3,700 MHz,N/A,N/A,PCIe x16,Green / Silver,None,144 mm,49 W,1,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sparkle SXT4302048S3LNM,https://images-na.ssl-images-amazon.com/images/I/31yAMoyXoGL.jpg,,Sparkle,SXT4302048S3LNM,GeForce GT 430,2 GB,DDR3,700 MHz,N/A,N/A,PCIe x16,Green / Silver,None,144 mm,49 W,1,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
XFX HD-545X-ZHF2,https://images-na.ssl-images-amazon.com/images/I/41Ibg6YexRL.jpg,,XFX,HD-545X-ZHF2,Radeon HD 5450,1 GB,DDR3,650 MHz,N/A,1600 MHz,PCIe x16,Black / Red,None,N/A,19 W,1,1,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX HD-687A-ZDBC,https://images-na.ssl-images-amazon.com/images/I/21dea8NnxoL.jpg,,XFX,HD-687A-ZDBC,Radeon HD 6870,1 GB,GDDR5,940 MHz,N/A,1159 MHz,PCIe x16,Black / Silver,None,261 mm,151 W,2,2,2 Fans,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX HD-695X-ZNFC,https://images-na.ssl-images-amazon.com/images/I/41noKSQQY4L.jpg,,XFX,HD-695X-ZNFC,Radeon HD 6950,1 GB,GDDR5,800 MHz,N/A,1250 MHz,PCIe x16,Black / Red,None,259 mm,200 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
XFX HD555XZHF2,https://m.media-amazon.com/images/I/41OcLDhAuPL.jpg,,XFX,HD555XZHF2,Radeon HD 5550,1 GB,DDR3,550 MHz,N/A,1600 MHz,PCIe x16,Black,None,N/A,39 W,1,1,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Zotac ZT-40601-20L,https://images-na.ssl-images-amazon.com/images/I/41kWUAJDvjL.jpg,,Zotac,ZT-40601-20L,GeForce GT 430,1 GB,DDR3,700 MHz,N/A,1600 MHz,PCIe x16,Blue / Silver,None,144 mm,49 W,2,2,Fanless,None,1,1,N/A,N/A,N/A,N/A,N/A,N/A
Zotac ZT-40602-10L,https://images-na.ssl-images-amazon.com/images/I/51rtRSUAH-L.jpg,,Zotac,ZT-40602-10L,GeForce GT 430,1 GB,DDR3,700 MHz,N/A,1800 MHz,PCIe x16,Black / Orange,None,144 mm,49 W,1,1,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,N/A
Zotac ZT-40603-10L,https://images-na.ssl-images-amazon.com/images/I/31n9gzfvd7L.jpg,,Zotac,ZT-40603-10L,GeForce GT 430,1 GB,DDR3,700 MHz,N/A,1600 MHz,PCIe x16,Black / Orange,None,144 mm,49 W,1,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Zotac ZT-40701-10L,https://images-na.ssl-images-amazon.com/images/I/51XOVBRKazL.jpg,,Zotac,ZT-40701-10L,GeForce GT 440,0.5 GB,GDDR5,810 MHz,N/A,3200 MHz,PCIe x16,Black / Orange,None,144 mm,65 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,N/A
