Name,Image URL,Price,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader,Specs Number
G.Skill Trident Z5 RGB 32 GB,https://m.media-amazon.com/images/I/31wn1YVVZgL.jpg,,"
G.Skill
",F5-6000U4040E16GX2-TZ5RK,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
",N/A,"
Black
","
13.333 ns
","
40
","
1.3 V
","
40-40-40-76
","
Non-ECC / Unbuffered
","
Yes
",12
Kingston FURY Renegade 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/3e95f6988e8abde7bdfa0c02603fc4ed.256p.jpg,,"
Kingston
",KF450C19RBK2/16,"
DDR4-5000
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black
","
7.6 ns
","
19
","
1.55 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
G.Skill Trident Z RGB 128 GB,//cdna.pcpartpicker.com/static/forever/images/product/ee2f17c440aba9ff83d0daa259958e25.256p.jpg,,"
G.Skill
",F4-4000C18Q-128GTZR,"
DDR4-4000
","
288-pin DIMM (DDR4)
","
4 x 32GB
",N/A,"
Black
","
9 ns
","
18
","
1.4 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",12
Corsair Dominator Platinum 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/a31b0b2525a62f5f1f548262c96b594f.256p.jpg,,"
Corsair
",CMD16GX4M2B2400C10,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black / Silver
","
8.333 ns
","
10
","
1.35 V
","
10-12-12-28
","
Non-ECC / Unbuffered
","
Yes
",12
Kingston FURY Renegade Pro 128 GB,//cdna.pcpartpicker.com/static/forever/images/product/e2d6fdebea257d0bd26296f139ec4390.256p.jpg,$574.99 ,"
Kingston
",KF556R28RBE2K4-128,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
4 x 32GB
","
$4.492
","
Black
","
10 ns
","
28
","
1.35 V
",N/A,"
ECC / Registered
","
No
",12
Patriot Viper Steel RGB 8 GB,https://m.media-amazon.com/images/I/41XWcax3scL.jpg,$21.99 ,"
Patriot
",PVSR48G360C0,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$2.749
","
Black
","
11.111 ns
","
20
","
1.35 V
","
20-26-26-46
","
Non-ECC / Unbuffered
","
Yes
",13
PNY XLR8 Gaming EPIC-X RGB 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/6d18867b7ec65f7f5d7629cd3014e6dd.256p.jpg,$53.54 ,"
PNY
",MD8GD4320016XRGB,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$6.692
","
Black
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Crucial CT2KIT102472BD160B 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/d3467f97471a0f75e3996ead7664d21d.256p.jpg,$99.45 ,"
Crucial
",CT2KIT102472BD160B,"
DDR3-1600
","
240-pin DIMM (DDR3)
","
2 x 8GB
","
$6.216
","
Black / Green
","
13.75 ns
","
11
","
1.35 V
",N/A,"
ECC / Unbuffered
","
No
",12
Kingston Fury Renegade RGB 16 GB,https://m.media-amazon.com/images/I/313up-QZtBS.jpg,$62.99 ,"
Kingston
",KF436C16RBAK2/16,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.937
","
Black
","
8.889 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Kingston FURY 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/2ed5b9381e57e440ea8756d8f185827e.256p.jpg,$138.51 ,"
Kingston
",KF556C40BWAK2-32,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.328
","
White
","
14.286 ns
","
40
","
1.25 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/161d9b0027525a5ca803796d3b3748be.256p.jpg,$84.75 ,"
Corsair
",CMZ8GX3M2A1600C9B,"
DDR3-1600
","
240-pin DIMM (DDR3)
","
2 x 4GB
","
$10.594
","
Black / Blue
","
11.25 ns
","
9
","
1.5 V
","
9-9-9-24
","
Non-ECC / Unbuffered
","
Yes
",13
ADATA XPG GAMMIX D45 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/58f02a71c0aa3c68cae04957b9774b04.256p.jpg,,"
ADATA
",AX4U32008G16A-DCBKD45,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Corsair Vengeance 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/a4f4434f2466bad761755af01be51a4a.256p.jpg,$91.99 ,"
Corsair
",CMSX32GX5M2A4800C40,"
DDR5-4800
","
262-pin SODIMM (DDR5)
","
2 x 16GB
","
$2.875
","
Black / White
","
16.667 ns
","
40
","
1.1 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
No
",13
G.Skill Trident Z Neo 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/201c8ce58b34c9237b7d70957ce3f43b.256p.jpg,$149.99 ,"
G.Skill
",F4-3200C16D-64GTZN,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$2.344
","
Black / Silver
","
10 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",13
GOODRAM IRDM 32 GB,/static/forever/img/no-image.png,,"
GOODRAM
",IR-6000D564L30S/32GDC,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
",N/A,"
Black
","
10 ns
","
30
","
1.35 V
","
30-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",12
Kingston FURY Beast 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/d702230e13339c0d3369a7f7718c7ebe.256p.jpg,$233.40 ,"
Kingston
",KF556C36BBEK2-64,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.647
","
Black
","
12.857 ns
","
36
","
1.25 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Mushkin Redline Lumina White 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/e5816b97625101c03a967338f07a30c7.256p.jpg,$200.98 ,"
Mushkin
",MLB5C640BGGP32GX2,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.140
","
White
","
10 ns
","
32
","
1.35 V
","
32-39-39-102
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws V 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/ab146154705d27b6ee2f41295a35c15c.256p.jpg,$67.98 ,"
G.Skill
",F4-2400C15D-32GVR,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.124
","
Red
","
12.5 ns
","
15
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Kingston FURY Beast 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/2abc3d74e6f27567931bcae83bec53a4.256p.jpg,$65.17 ,"
Kingston
",KF552C36BBE-16,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
1 x 16GB
","
$4.073
","
Black
","
13.846 ns
","
36
","
1.25 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Crucial Ballistix Sport LT 8 GB,https://m.media-amazon.com/images/I/4151VrMYOmL.jpg,$159.00 ,"
Crucial
",BLS8G4D240FSB,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$19.875
","
Silver
","
13.333 ns
","
16
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Kingston HyperX Fury RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/4de0cad9dbeee7f3bd36adccd7ba90c6.256p.jpg,,"
Kingston
",HX426C16FB3AK2/16,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black
","
12.003 ns
","
16
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
GeIL Dragon RAM 32 GB,/static/forever/img/no-image.png,,"
GeIL
",GWW432GB3000C15DC,"
DDR4-3000
","
288-pin DIMM (DDR4)
","
2 x 16GB
",N/A,"
White / Gold
","
10 ns
","
15
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",11
GeIL EVO POTENZA 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/067ceef0a6ce3b983d0cc17485b27273.256p.jpg,,"
GeIL
",GPR416GB3000C16ADC,"
DDR4-3000
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Red / Black
","
10.667 ns
","
16
","
1.35 V
","
16-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/1c95c8797b9d8d1e8ced68926892786c.256p.jpg,$159.99 ,"
Corsair
",CMK48GX5M2B5600C40,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$3.333
","
Black
","
14.286 ns
","
40
","
1.25 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Flare X5 48 GB,https://m.media-amazon.com/images/I/31TToCZZpLL.jpg,$154.99 ,"
G.Skill
",F5-6000J4048F24GX2-FX5,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$3.229
","
Black
","
13.333 ns
","
40
","
1.35 V
","
40-48-48-96
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial CT16G4DFD824A 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/14d1ef191cd112cca0bd652dc5a671f7.256p.jpg,$34.99 ,"
Crucial
",CT16G4DFD824A,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
1 x 16GB
","
$2.187
","
Green / Black
","
14.167 ns
","
17
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Corsair Vengeance RGB Pro 8 GB,https://m.media-amazon.com/images/I/31CDIOU4mqS.jpg,$34.99 ,"
Corsair
",CMW8GX4M1Z3200C16,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$4.374
","
Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 48 GB,https://m.media-amazon.com/images/I/41ROqs36tSL.jpg,$279.99 ,"
G.Skill
",F5-8200J4052F24GX2-TZ5RW,"
DDR5-8200
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$5.833
","
White / Black
","
9.756 ns
","
40
","
1.35 V
","
40-52-52-131
","
Non-ECC / Unbuffered
","
Yes
",13
ADATA XPG Z1 16 GB,https://m.media-amazon.com/images/I/51l7WkQiv2L.jpg,,"
ADATA
",AX4U320038G16A-DSZ1,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Red
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Samsung M393A2G40EB1-CRC 16 GB,https://images-eu.ssl-images-amazon.com/images/I/41a7fF6ASNL.jpg,$20.93 ,"
Samsung
",M393A2G40EB1-CRC,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
1 x 16GB
","
$1.308
","
Black / Green
","
14.167 ns
","
17
","
1.2 V
",N/A,"
ECC / Registered
","
No
",12
Kingston FURY Beast RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/a89902497003d206dc10492db178cc9a.256p.jpg,$69.99 ,"
Kingston
",KF560C36BBEA-16,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
1 x 16GB
","
$4.374
","
Black
","
12 ns
","
36
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Kingston FURY Beast 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/76fe94a04b2e6ea4e02b506e537d02b5.256p.jpg,$39.99 ,"
Kingston
",KF556C40BB-8,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
1 x 8GB
","
$4.999
","
Black
","
14.286 ns
","
40
","
1.25 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Patriot Viper Venom 32 GB,https://m.media-amazon.com/images/I/41xQi9FKIgL.jpg,$114.99 ,"
Patriot
",PVV532G720C34K,"
DDR5-7200
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.593
","
Black / White
","
9.444 ns
","
34
","
1.45 V
","
34-42-42-84
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston HyperX Fury 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/a3a07a02c1a4415327f77188ecdc1fd8.256p.jpg,,"
Kingston
",HX316C10FK2/8,"
DDR3-1600
","
240-pin DIMM (DDR3)
","
2 x 4GB
",N/A,"
Blue / Silver
","
12.5 ns
","
10
","
1.5 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Corsair Vengeance 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/cc01b76b3e479543f4d8c027f9a9b73c.256p.jpg,$107.99 ,"
Corsair
",CMK32GX5M2B5600C40W,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.375
","
White / Gray
","
14.286 ns
","
40
","
1.25 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Dominator Platinum RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/a44770372e0cfd4867671bae0b9831e2.256p.jpg,$249.99 ,"
Corsair
",CMT64GX5M2B6000C40,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.906
","
Black
","
13.333 ns
","
40
","
1.35 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial CT2K16G4DFRA32A 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/e43ab44e23024b9af453503ae360f780.256p.jpg,$69.69 ,"
Crucial
",CT2K16G4DFRA32A,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.178
","
Green / Black
","
13.75 ns
","
22
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Kingston HyperX Fury 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/144d7a9578a5d60ffc3e91de70de59ce.256p.jpg,,"
Kingston
",HX424C15FBK2/16,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black / White
","
12.5 ns
","
15
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
G.Skill Trident Z Royal 128 GB,//cdna.pcpartpicker.com/static/forever/images/product/b6453beb95c34a8e2ddc9f65ccc24ced.256p.jpg,$879.00 ,"
G.Skill
",F4-3600C16Q-128GTRG,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
4 x 32GB
","
$6.867
","
Gold
","
8.889 ns
","
16
","
1.45 V
","
16-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Lexar THOR 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/6097ec08ab412d91c9dc8529283dbb7c.256p.jpg,,"
Lexar
",LD4BU016G-R3600GDWG,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
",N/A,"
White
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",12
Patriot Viper Elite II 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/353e4f2b4701b09fb4e074459c3eab68.256p.jpg,$30.99 ,"
Patriot
",PVE2416G320C8,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
1 x 16GB
","
$1.937
","
Red / Black
","
11.25 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/f0a9a2e05e133134686101ad974f1789.256p.jpg,$204.99 ,"
G.Skill
",F5-6000J3636F32GX2-TZ5RW,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.203
","
White / Black
","
12 ns
","
36
","
1.35 V
","
36-36-36-96
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/6831943dd8ed33a70b0ef0600f0c3fab.256p.jpg,$62.99 ,"
G.Skill
",F4-3600C16D-16GTZRC,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.937
","
Black
","
8.889 ns
","
16
","
1.35 V
","
16-19-19-39
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 96 GB,//cdna.pcpartpicker.com/static/forever/images/product/97f4efea4a46c0f35748c429fca636cc.256p.jpg,$379.99 ,"
Corsair
",CMH96GX5M4B6000C30,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
4 x 24GB
","
$3.958
","
Black
","
10 ns
","
30
","
1.4 V
","
30-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
ADATA Premier 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/de785c70194bf677c5fe0dc99d8af089.256p.jpg,$52.12 ,"
ADATA
",AD5U480016G-S,"
DDR5-4800
","
288-pin DIMM (DDR5)
","
1 x 16GB
","
$3.257
","
Black
","
16.667 ns
","
40
","
1.1 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Patriot Viper Xtreme 5 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/06fef49ccc46b4eb72f2c9fb1f6d50d7.256p.jpg,,"
Patriot
",PVX548G82C38K,"
DDR5-8200
","
288-pin DIMM (DDR5)
","
2 x 24GB
",N/A,"
Black
","
9.268 ns
","
38
","
1.45 V
","
38-48-48-84
","
Non-ECC / Unbuffered
","
Yes
",12
Corsair Dominator Platinum 32 GB,https://m.media-amazon.com/images/I/51Pc4Gk-vFL.jpg,,"
Corsair
",CMD32GX4M2B3466C16,"
DDR4-3466
","
288-pin DIMM (DDR4)
","
2 x 16GB
",N/A,"
Black / Silver
","
9.233 ns
","
16
","
1.35 V
","
16-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",12
ADATA XPG LANCER RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/4e49d8eed94c3c56308803983cbb8552.256p.jpg,$109.42 ,"
ADATA
",AX5U7200C3416G-DCLARBK,"
DDR5-7200
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.419
","
Black
","
9.444 ns
","
34
","
1.4 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
TEAMGROUP T-Force Vulcan 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/2929000344103c350650b397d02d4c65.256p.jpg,$179.99 ,"
TEAMGROUP
",FLRD564G6000HC38ADC01,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$2.812
","
Red
","
12.667 ns
","
38
","
1.3 V
","
38-38-38-78
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Create Expert 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/2c9317b4dcb464d73e70e97728b95918.256p.jpg,$94.99 ,"
TEAMGROUP
",CTCWD532G6400HC40BDC01,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$2.968
","
White
","
12.5 ns
","
40
","
1.35 V
","
40-40-40-84
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Delta RGB 64 GB,https://m.media-amazon.com/images/I/41aVm2opnhL.jpg,$134.99 ,"
TEAMGROUP
",TF4D464G3200HC16CDC01,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$2.109
","
White
","
10 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/e7cfb968f02550f2122a8dcca4d0ff8e.256p.jpg,$161.76 ,"
Corsair
",CMK48GX5M2E6000C36,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$3.370
","
Black / Silver
","
12 ns
","
36
","
1.4 V
","
36-44-44-96
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z Neo 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/afb427afc0d3703c1b80dfe86ed7041e.256p.jpg,$84.99 ,"
G.Skill
",F4-3600C18D-32GTZN,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.656
","
Black / Silver
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Dominator Platinum RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/4c201639021aacf174e4a7cae917dab8.256p.jpg,$219.99 ,"
Corsair
",CMT64GX5M2B5200C40,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.437
","
Black
","
15.385 ns
","
40
","
1.25 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
PNY XLR8 Gaming EPIC-X RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/a2fb82388d6309bc77563d631c5ed729.256p.jpg,$46.99 ,"
PNY
",MD16GK2D4360018XRGB,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.937
","
Black
","
10 ns
","
18
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Trident Z5 RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/0a6f5377b0a3162d1c6317c641b9e721.256p.jpg,$209.99 ,"
G.Skill
",F5-5600J2834F32GX2-TZ5RS,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.281
","
White / Black
","
10 ns
","
28
","
1.35 V
","
28-34-34-89
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB Pro SL 32 GB,https://m.media-amazon.com/images/I/41rQw+pBMLL.jpg,$94.99 ,"
Corsair
",CMH32GX4M2E3200C16,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.968
","
Black
","
10 ns
","
16
","
1.35 V
","
16-20-20-38
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/02da697261cf2908e4fdec7c42a00e73.256p.jpg,$259.99 ,"
Corsair
",CMK64GX5M4B6200C32,"
DDR5-6200
","
288-pin DIMM (DDR5)
","
4 x 16GB
","
$4.062
","
Black / Gray
","
10.323 ns
","
32
","
1.4 V
","
32-38-38-80
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Beast RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/656b218c4f751e9d239c3627befb3b7d.256p.jpg,$126.99 ,"
Kingston
",KF552C40BBAK2-32,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.968
","
Black
","
15.385 ns
","
40
","
1.25 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Ripjaws V 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/a00199d12cb22ee1dc33639a754cca79.256p.jpg,$97.99 ,"
G.Skill
",F4-3600C16Q-32GVKC,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
4 x 8GB
","
$3.062
","
Black
","
8.889 ns
","
16
","
1.35 V
","
16-19-19-39
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Flare X5 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/e6f37d7056a82e3240e1d70ce5d379c6.256p.jpg,$179.99 ,"
G.Skill
",F5-5200J3636D32GX2-FX5,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$2.812
","
Black / White
","
13.846 ns
","
36
","
1.25 V
","
36-36-36-83
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Vulcan 16 GB,/static/forever/img/no-image.png,,"
TEAMGROUP
",FLBD516G5600HC40BDC01,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 8GB
",N/A,"
Black
","
14.286 ns
","
40
","
1.2 V
","
40-40-40-84
","
Non-ECC / Unbuffered
","
Yes
",12
GeIL Polaris RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/00319baf2756054ca3238c0369af7c97.256p.jpg,,"
GeIL
",GOSR532GB6400C38ADC,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
",N/A,"
Red
","
11.875 ns
","
38
","
1.25 V
","
38-40-40-82
","
Non-ECC / Unbuffered
","
Yes
",12
ADATA XPG LANCER RGB 64 GB,https://m.media-amazon.com/images/I/41BtWuOgRwL.jpg,$422.00 ,"
ADATA
",AX5U6400C3232G-DCLARWH,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$6.566
","
White
","
10 ns
","
32
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Ripjaws V 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/bdb8f865a51dcd7d73717eb3806d4c2f.256p.jpg,$39.99 ,"
G.Skill
",F4-3200C16D-16GVRB,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.499
","
Red
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Trident Z RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/bf83c901a35e4d1e3ea17f392262d8bd.256p.jpg,$63.99 ,"
G.Skill
",F4-4000C18D-16GTZRB,"
DDR4-4000
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.999
","
Black
","
9 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Dominator Platinum RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/14efe97f96919022afdfc48699226b7f.256p.jpg,$139.99 ,"
Corsair
",CMT32GX5M2B5200C40W,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.375
","
White
","
15.385 ns
","
40
","
1.25 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance LPX 8 GB,https://m.media-amazon.com/images/I/312uC91sC+L.jpg,$24.99 ,"
Corsair
",CMK8GX4M1Z3600C18,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$3.124
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP Elite Plus 32 GB,https://m.media-amazon.com/images/I/31f18PPi3zL.jpg,$76.98 ,"
TEAMGROUP
",TPSD532G4800HC4001,"
DDR5-4800
","
288-pin DIMM (DDR5)
","
1 x 32GB
","
$2.406
","
Silver
","
16.667 ns
","
40
","
1.1 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z RGB 96 GB,//cdna.pcpartpicker.com/static/forever/images/product/7c4bbdd6c68a5c10718f804ae8dc6567.256p.jpg,$339.99 ,"
G.Skill
",F5-6400J3239F48GX2-TZ5RS,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 48GB
","
$3.542
","
Silver / Black
","
10 ns
","
32
","
1.35 V
","
32-39-39-102
","
Non-ECC / Unbuffered
","
Yes
",13
