Name,Image URL,Price,Manufacturer,Model,Part #,Fan RPM,Noise Level,Color,Height,CPU Socket,Water Cooled,Fanless,Specs Number
Enermax ETS-F40-FS,//cdna.pcpartpicker.com/static/forever/images/product/4b7a9723b5bf5629907a4cb1fae79cf8.256p.jpg,$39.99 ,Enermax,N/A,ETS-F40-BK-ARGB,300 - 1200 RPM,10 - 23 dB,Black,158 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Asus ROG RYUO 240 RGB,//cdna.pcpartpicker.com/static/forever/images/product/b5cba8e692656af91eb297d4061ed8eb.256p.jpg,$189.98 ,Asus,ROG RYUO 240 RGB,"ROG RYUO 240, 90RC0040-M0UAY0",800 - 2500 RPM,37 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Deepcool Gammaxx L360 V2,//cdna.pcpartpicker.com/static/forever/images/product/8c724505a094e7f4a4805abfc7217f27.256p.jpg,,Deepcool,Gammaxx L360 V2,DP-H12RF-GL360V2C,500 - 1800 RPM,30 dB,Black / White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
ENDORFY Navis F240 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/d6f9ff1780414fcadf5f7b7de98b0036.256p.jpg,$140.92 ,ENDORFY,Navis F240 ARGB,EY3B004,250 - 1800 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
ID-COOLING SE-224-XT Basic,https://m.media-amazon.com/images/I/51va1ij80fL.jpg,,ID-COOLING,N/A,SE-224-XT Basic,700 - 1800 RPM,15.2 - 32.5 dB,Black / Gray,154 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
ID-COOLING ZOOMFLOW X,https://m.media-amazon.com/images/I/41R42CAvunL.jpg,,ID-COOLING,N/A,ZOOMFLOW 240X ARGB,700 - 1500 RPM,18 - 26.4 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
MSI MPG CORELIQUID K360 V2,//cdna.pcpartpicker.com/static/forever/images/product/922c628607f81bc55ebb6023b284be3f.256p.jpg,,MSI,N/A,"MPG CORELIQUID K360 V2, 9S6-6A0321-035",N/A,39.9 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,7
TEAMGROUP SIREN GD240E,//cdna.pcpartpicker.com/static/forever/images/product/a574ec9f5e4aaed332e4a0f83567c56b.256p.jpg,$105.99 ,TEAMGROUP,SIREN GD240E,TB120602,600 - 2200 RPM,14.3 - 35.6 dB,White,49 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,10
Enermax LIQMAXFLO SR 360,//cdna.pcpartpicker.com/static/forever/images/product/c1fcb2e1492d15d017f8241394e4bd2b.256p.jpg,$98.99 ,Enermax,LIQMAXFLO SR 360,ELC-LMF360-SF,500 - 1800 RPM,23.46 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Mars Gaming ML-ONE,https://m.media-amazon.com/images/I/41HIqlYUpLL.jpg,,Mars Gaming,N/A,MLONE120W,600 - 1800 RPM,9 - 26 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,8
Cougar FORZA 85,//cdna.pcpartpicker.com/static/forever/images/product/df62bb40cebf45167cd86006972cce80.256p.jpg,$59.01 ,Cougar,N/A,"FORZA 85, 3MFZA85.0001, CGR-FZA85",600 - 2000 RPM,34.5 dB,Black,160 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Deepcool AS500,//cdna.pcpartpicker.com/static/forever/images/product/34732a6da3014a0b85403d64ed05d81f.256p.jpg,,Deepcool,AS500,R-AS500-BKNLMN-G,500 - 1200 RPM,29.2 dB,Black / Silver,164 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Cooler Master MasterAir MA610P ARGB,//cdna.pcpartpicker.com/static/forever/images/product/cf6628670cbc28c6e233d4cdda2aa0ff.256p.jpg,$109.96 ,Cooler Master,MasterAir MA610P ARGB,MAP-T6PN-218PA-R1,650 - 1800 RPM,8 - 27 dB,N/A,170 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Deepcool GAMMAXX L240 A-RGB,//cdna.pcpartpicker.com/static/forever/images/product/c5ca11475a09a09f8e29465c9e317c4c.256p.jpg,,Deepcool,GAMMAXX L240 A-RGB,DP-H12CF-GL240-ARGB-WH,500 - 1800 RPM,30 dB,White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
ARCTIC Alpine M1 - Passive,https://m.media-amazon.com/images/I/417tkIgAt3L.jpg,,ARCTIC,Alpine M1 - Passive,ACALP00005A,N/A,0 dB,N/A,70 mm,AM1,No,Yes,8
NZXT Kraken X42,//cdna.pcpartpicker.com/static/forever/images/product/7848e3368a39a7de0fae04fb7340e924.256p.jpg,,NZXT,Kraken X42,RL-KRX42-01,500 - 1800 RPM,21 - 38 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 140 mm,No,8
Jonsbo HX6200D,//cdna.pcpartpicker.com/static/forever/images/product/4042bcc70bf54c307a8ad8d2866809bb.256p.jpg,$48.00 ,Jonsbo,N/A,HX6200D White,700 - 1800 RPM,18.6 - 29.7 dB,White,63 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Azza Blizzard SP 360,//cdna.pcpartpicker.com/static/forever/images/product/0587f89a8f5565cb5f8145613138626d.256p.jpg,,Azza,Blizzard SP 360,LCAZ-360R-ARGB SP,700 - 2200 RPM,36 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Deepcool GAMMAXX AG620 ARGB,https://m.media-amazon.com/images/I/41dAmGPg26L.jpg,,Deepcool,N/A,R-AG620-BKANMN-G-1,300 - 1850 RPM,29.4 dB,Black / Silver,157 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Noctua NH-U12S TR4-SP3,//cdna.pcpartpicker.com/static/forever/images/product/9403bbcd7fe9b1572136b936186b1ada.256p.jpg,$89.90 ,Noctua,N/A,NH-U12S TR4-SP3,300 - 1500 RPM,18.6 - 22.4 dB,N/A,158 mm,"sTR4, sTRX4",No,No,8
KOLINK Umbra Void,//cdna.pcpartpicker.com/static/forever/images/product/8aa5713d8752fc2449d72e6d17704b40.256p.jpg,$128.21 ,KOLINK,N/A,"PGW-CC-KOL-004, KL-UA240-WC",2200 RPM,30 dB,Black,48 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Cooler Master V8 GTS,https://m.media-amazon.com/images/I/51FzEbxuCkL.jpg,,Cooler Master,V8 GTS,RR-V8VC-16PR-R1,1600 RPM,36 dB,N/A,167 mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,9
Jonsbo CR-1000 EVO Color White,//cdna.pcpartpicker.com/static/forever/images/product/38101037d0e40f4127b5baabc16d612e.256p.jpg,$24.99 ,Jonsbo,N/A,CR-1000 EVO Color White,600 - 1500 RPM,22 - 32 dB,White,154 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Cooler Master MasterAir G100M RGB,//cdna.pcpartpicker.com/static/forever/images/product/5500b63f5ee2a70a8466fe8dae5cc81a.256p.jpg,$63.84 ,Cooler Master,MasterAir G100M RGB,MAM-G1CN-924PC-R1,600 - 2400 RPM,30 dB,Black / Multicolor,75 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,10
Thermalright Frozen Vision 240,//cdna.pcpartpicker.com/static/forever/images/product/3938d2aca5b291915d70950ffb5f6e70.256p.jpg,,Thermalright,Frozen Vision 240,FROZEN VISION 240 BLACK,2150 - 21500 RPM,27 dB,Black,58 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,10
Silverstone IceMyst 420,//cdna.pcpartpicker.com/static/forever/images/product/7c6a674b7d9388645b7fda8ef7e1acd2.256p.jpg,$162.99 ,Silverstone,IceMyst 420,SST-IM420-ARGB,400 - 1750 RPM,13.3 - 30.8 dB,Silver / Black,70 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 420 mm,No,10
Thermaltake Floe Riing RGB 360 TT Premium Edition,https://m.media-amazon.com/images/I/516F1+A6GkL.jpg,$150.41 ,Thermaltake,Floe Riing RGB 360 TT Premium Edition,CL-W158-PL12SW-A,500 - 1400 RPM,19.8 - 24.7 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Deepcool GAMMAXX GT V2,//cdna.pcpartpicker.com/static/forever/images/product/bf6fad26bd9dcf267bc623e1d371cc8c.256p.jpg,$39.99 ,Deepcool,GAMMAXX GT V2,DP-MCH4-GMX-GTV2,500 - 1650 RPM,27.8 dB,Black / Silver,158 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,10
Fractal Design Celsius+ S36 Dynamic X2 PWM,//cdna.pcpartpicker.com/static/forever/images/product/5a51bc7ba5d80afbc0a0ebc0aad3f0df.256p.jpg,,Fractal Design,Celsius+ S36 Dynamic X2 PWM,FD-W-2-S3601,500 - 2000 RPM,32.2 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Cooler Master MasterLiquid 120,//cdna.pcpartpicker.com/static/forever/images/product/e448c8614a9bd2a01018a963fadd2103.256p.jpg,,Cooler Master,MasterLiquid 120,MLX-D12M-A20PW-R1,650 - 2000 RPM,6 - 30 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,8
ARCTIC Freezer 34 eSports,https://m.media-amazon.com/images/I/41GsWRqiWLL.jpg,,ARCTIC,Freezer 34 eSports,ACFRE00057A,200 - 2100 RPM,N/A,White / Black,157 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Phanteks Glacier One 360MPH,//cdna.pcpartpicker.com/static/forever/images/product/1fc9379f50820dcfd81ab272c6f63a89.256p.jpg,,Phanteks,Glacier One 360MPH,PH-GO360MPH_DBK01,500 - 2200 RPM,18 - 34.2 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
ID-COOLING IS-50X V2,https://m.media-amazon.com/images/I/41t9fur-rCL.jpg,,ID-COOLING,N/A,IS-50X V2,500 - 2000 RPM,13.8 - 31.2 dB,Black / Gray,57 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Enermax LIQMAXFLO 240,https://m.media-amazon.com/images/I/31EMYYzT7DL.jpg,$72.98 ,Enermax,LIQMAXFLO 240,ELC-LMF240T-ARGB,500 - 1800 RPM,23.46 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Cooler Master i70,https://m.media-amazon.com/images/I/41Oezd7pgeL.jpg,$19.98 ,Cooler Master,i70,"RR-I70-20FK-R1, i70",1800 RPM,28 dB,Black / Silver,60 mm,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,10
Deepcool CASTLE 360EX WHITE,https://m.media-amazon.com/images/I/41t80KgOU3L.jpg,,Deepcool,CASTLE 360EX WHITE,"DP-GS-H12W-CSL360EXWH, DP-GS-H12-CSL360EX-WH",500 - 1800 RPM,32.1 dB,White / Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Asus ROG RYUO 120 RGB,//cdna.pcpartpicker.com/static/forever/images/product/861f34a66801d528df38bac737f7d327.256p.jpg,$239.00 ,Asus,ROG RYUO 120 RGB,"ROG RYUO 120, 90RC0010-M0UAY0",800 - 2500 RPM,37 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366",Yes - 120 mm,No,9
Deepcool Castle 360 RGB V2,//cdna.pcpartpicker.com/static/forever/images/product/551000e77dcbbdbc280584b5bdb5b609.256p.jpg,,Deepcool,Castle 360 RGB V2,DP-GS-H12AR-CSL360V2,500 - 1800 RPM,30 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Cooler Master Hyper T4,//cdna.pcpartpicker.com/static/forever/images/product/4d58c487629ec1b501e8da5ae00c0832.med.256p.jpg,,Cooler Master,Hyper T4,RR-T4-18PK-R1,1800 RPM,15.1 - 31.6 dB,N/A,152 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,10
Alphacool Core Ocean T38,//cdna.pcpartpicker.com/static/forever/images/product/fe4698a6cc38f47bf169026e27f42237.256p.jpg,$56.00 ,Alphacool,N/A,13050,N/A,0 - 34.3 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,7
Iceberg Thermal IceSLEET G4 OC,//cdna.pcpartpicker.com/static/forever/images/product/a191127d7c36bca25ae86e1ab31867f4.256p.jpg,$24.99 ,Iceberg Thermal,IceSLEET G4 OC,ICESLEETG4OC-BBT-00A,600 - 1400 RPM,22.5 dB,Black / Teal,156 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700",No,No,10
Alphacool Eisbaer LT240,//cdna.pcpartpicker.com/static/forever/images/product/19e4181ac16938073b36a7868934d621.256p.jpg,$113.50 ,Alphacool,Eisbaer LT240,11445,550 - 1700 RPM,29 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Gigabyte AORUS WATERFORCE X II 240AORUS WATERFORCE X II 240,//cdna.pcpartpicker.com/static/forever/images/product/41b0c96cc1410f2c87d11e1d081c01a6.256p.jpg,$209.99 ,Gigabyte,AORUS WATERFORCE X II 240AORUS WATERFORCE X II 240,AORUS WATERFORCE X II 240,800 - 2400 RPM,12 - 37.5 dB,Black,78 mm,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 240 mm,No,10
MSI CORE FROZR L,//cdna.pcpartpicker.com/static/forever/images/product/ebe0611d68a0ee6820c9212a19e54e70.256p.jpg,,MSI,N/A,"CORE FROZR L, E32-0801920-A87",500 - 1800 RPM,17.2 - 33.6 dB,N/A,155 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,8
Silverstone NT09-115X,//cdna.pcpartpicker.com/static/forever/images/product/f4302cd204910bb9768a9e315b37649e.256p.jpg,$17.69 ,Silverstone,N/A,"NT09-115X, RL-NT09-115X, SST-NT09-115X",550 - 2500 RPM,18.5 - 32 dB,N/A,45 mm,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,8
Iceberg Thermal IceSLEET X7 Dual,//cdna.pcpartpicker.com/static/forever/images/product/e1a2fd18b682b56e74cedbbe7a7a6c8a.256p.jpg,$49.99 ,Iceberg Thermal,IceSLEET X7 Dual,ICESLEETX7-D0A,500 - 1850 RPM,0 - 38 dB,Teal / Silver,166 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
EVGA CLCx 280,//cdna.pcpartpicker.com/static/forever/images/product/0d55383c214d98d8c610b97fa636a02e.256p.jpg,$231.90 ,EVGA,CLCx 280,400-HY-CX28-V1,N/A,35 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 280 mm,No,8
Cougar FORZA 135,https://m.media-amazon.com/images/I/41hMRgyFLEL.jpg,$104.99 ,Cougar,N/A,"FORZA 135, CGR-FZA135, 3MFZ135.0001",500 - 1500 RPM,38.5 dB,Black / Silver,160 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Enermax LIQTECH TR4 II 360,//cdna.pcpartpicker.com/static/forever/images/product/d1755898de79fbe4a30318ed91e4d354.256p.jpg,$198.53 ,Enermax,LIQTECH TR4 II 360,ELC-LTTRTO360-TBP,500 - 2300 RPM,14 - 28 dB,Black,N/A,"sTR4, sTRX4, LGA1700",Yes - 360 mm,No,9
ID-COOLING AURAFLOW X,//cdna.pcpartpicker.com/static/forever/images/product/bab6cc66ee5886badd7163ccff9fceef.256p.jpg,,ID-COOLING,N/A,AURAFLOW X 360,700 - 1800 RPM,18 - 35.2 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Thermalright AXP90-X36,/static/forever/img/no-image.png,,Thermalright,N/A,AXP90-X36 BLACK,2700 RPM,22.4 dB,Black,36 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
NZXT Kraken X42 Rev 2,//cdna.pcpartpicker.com/static/forever/images/product/e7443e952ac5550b9c32d32c72a9feec.256p.jpg,,NZXT,Kraken X42 Rev 2,RL-KRX42-02,500 - 1800 RPM,21 - 38 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 140 mm,No,8
Cooler Master Hyper 212 LED White Edition,https://m.media-amazon.com/images/I/41P2oG07WiL.jpg,$64.55 ,Cooler Master,Hyper 212 LED White Edition,RR-212L-16PW-R1,600 - 1600 RPM,9 - 31 dB,N/A,158 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,9
Deepcool GAMMAXX GT,//cdna.pcpartpicker.com/static/forever/images/product/16285f8da8bcae04e8fcaba8d0d78d7c.256p.jpg,,Deepcool,N/A,"GAMMAXX GT, DP-MCH4-GMX-RGB-GT",500 - 1500 RPM,17.8 - 29.5 dB,N/A,156 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,8
ID-COOLING ZOOMFLOW 360 XT SNOW,//cdna.pcpartpicker.com/static/forever/images/product/99c97b2840727ed2ca679aaec0af992d.256p.jpg,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ID-COOLING FX240ARGB,//cdna.pcpartpicker.com/static/forever/images/product/bb538b6cad60743cae30889226f5d002.256p.jpg,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thermaltake TOUGHLIQUID ARGB,//cdna.pcpartpicker.com/static/forever/images/product/a11242554ab96fac8b8dd2ea6582da6e.256p.jpg,$139.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Geometric Future Eskimo Junior 36,//cdna.pcpartpicker.com/static/forever/images/product/d7dbc0e063025774a19f72e94323c973.256p.jpg,$119.90 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cooler Master MasterLiquid 360L Core SF6 Chun-Li,https://m.media-amazon.com/images/I/31cUiyonJuL.jpg,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thermalright Core Matrix,//cdna.pcpartpicker.com/static/forever/images/product/9ea2cf9fae702ac5aec332e61e207dda.256p.jpg,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ARCTIC Freezer 34 CO,//cdna.pcpartpicker.com/static/forever/images/product/6c2ed7f0696b9e6b9f7accec2691f33a.256p.jpg,$39.99 ,ARCTIC,Freezer 34 CO,ACFRE00051A,200 - 1800 RPM,N/A,Black / Silver,157 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
ID-COOLING ZOOMFLOW 240 XT SNOW,//cdna.pcpartpicker.com/static/forever/images/product/46546b24730a0172b58a9b29afd0706e.256p.jpg,,ID-COOLING,N/A,ZOOMFLOW 240 XT SNOW,500 - 1500 RPM,13.8 - 30.5 dB,White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Alphacool Eisbaer 360,//cdna.pcpartpicker.com/static/forever/images/product/df8239d1b6caf075e69e339b363953cd.256p.jpg,$139.95 ,Alphacool,Eisbaer 360,"11286, 1012138",550 - 1700 RPM,29 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Intel BXTS13X,https://m.media-amazon.com/images/I/4195EdhApTL.jpg,,Intel,N/A,BXTS13X,800 - 2200 RPM,21 - 35 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,7
Deepcool GAMMAXX L120,//cdna.pcpartpicker.com/static/forever/images/product/4b277c56c529f7ee256fc8b5f8902f5d.256p.jpg,,Deepcool,N/A,GAMMAXX L120,500 - 1800 RPM,17.8 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,8
Yeston zeaginal Sakura,//cdna.pcpartpicker.com/static/forever/images/product/dab4764fcc8d7ee07dc0634b4c4e637f.256p.jpg,$89.90 ,Yeston,N/A,Sakura 240-ARGB,900 - 1800 RPM,30 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 240 mm,No,8
Fractal Design Celsius S24 Blackout,//cdna.pcpartpicker.com/static/forever/images/product/a24b150f0a4582cd64d283a4c827a301.256p.jpg,,Fractal Design,Celsius S24 Blackout,FD-WCU-CELSIUS-S24-BKO,500 - 2000 RPM,32.2 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
