Name,Image URL,Price,Manufacturer,Model,Part #,Fan RPM,Noise Level,Color,Height,CPU Socket,Water Cooled,Fanless,Specs Number
Enermax LIQMAXFLO SR 240,https://m.media-amazon.com/images/I/31aJwLNmTPL.jpg,$89.99 ,Enermax,LIQMAXFLO SR 240,ELC-LMF240-SF,500 - 1800 RPM,23.46 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Gelid Solutions Slim Silence AM1,//cdna.pcpartpicker.com/static/forever/images/product/c38b4c238be6f2fc3c37e93feb231995.256p.jpg,,Gelid Solutions,Slim Silence AM1,CC-Ssilence-AM1,1200 - 2600 RPM,15 - 27.2 dB,N/A,26 mm,AM1,No,No,9
Cooler Master MasterLiquid Pro 280,https://m.media-amazon.com/images/I/51paJ+K2WwL.jpg,,Cooler Master,MasterLiquid Pro 280,MLY-D28M-A22MB-R1,650 - 2200 RPM,6 - 30 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,8
Cooler Master MasterLiquid ML120L RGB,//cdna.pcpartpicker.com/static/forever/images/product/dd7f77b7f603eebc59110e13f6166602.256p.jpg,,Cooler Master,MasterLiquid ML120L RGB,MLW-D12M-A20PC-R1,650 - 2000 RPM,6 - 30 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,8
SilentiumPC Fera 3 HE1224,//cdna.pcpartpicker.com/static/forever/images/product/7c5e60629ea55e18a1f2bb8bab87e440.256p.jpg,,SilentiumPC,Fera 3 HE1224,SPC144,500 - 1600 RPM,N/A,Black / Silver,155 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366",No,No,9
Scythe Mugen 5 Rev.C,https://m.media-amazon.com/images/I/51WHW9PoRSL.jpg,,Scythe,Mugen 5 Rev.C,SCMG-5200,300 - 1500 RPM,4 - 28.6 dB,Black / Silver,154 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Thermalright Frozen Magic Scenic V2,https://m.media-amazon.com/images/I/41l36-d5CsL.jpg,,Thermalright,N/A,Frozen Magic 240 SCENIC V2 D6,2150 RPM,28.1 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Thermalright Macho Rev.B,//cdna.pcpartpicker.com/static/forever/images/product/8fa7df270ba6e5d37a1bb5fe3e6cbf3b.256p.jpg,$66.40 ,Thermalright,N/A,"Macho Rev.B, 814256001052, HR-02 Macho Rev.B",300 - 1300 RPM,15 - 21 dB,N/A,162 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
Silverstone IceMyst 240,//cdna.pcpartpicker.com/static/forever/images/product/257f550772d67c94cbcdc1246a8b41ae.256p.jpg,$109.99 ,Silverstone,IceMyst 240,SST-IM240-ARGB,500 - 2200 RPM,12.1 - 33.1 dB,Silver / Black,70 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,10
ARCTIC Freezer i35 CO,//cdna.pcpartpicker.com/static/forever/images/product/e4d1f26b452d691ebbff7218f012650c.256p.jpg,$45.99 ,ARCTIC,Freezer i35 CO,ACFRE00095A,200 - 1800 RPM,N/A,Black / Silver,158 mm,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
ADATA XPG LEVANTE 360,https://m.media-amazon.com/images/I/41edXGj0m-L.jpg,$159.99 ,ADATA,XPG LEVANTE 360,LEVANTE360-BKCWW,600 - 2000 RPM,34 dB,Black,N/A,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Thermaltake Water 3.0 Riing RGB 280,//cdna.pcpartpicker.com/static/forever/images/product/b1c96d44bfd525b54f32cd5cc377d1cc.256p.jpg,$149.83 ,Thermaltake,Water 3.0 Riing RGB 280,CL-W138-PL14SW-A,300 - 1500 RPM,18.5 - 26.4 dB,Black / Red,N/A,"AM2, AM2+, AM3, AM3+, AM4, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
Thermaltake Water 3.0 240 ARGB Sync,//cdna.pcpartpicker.com/static/forever/images/product/d336809927bca1d719fc37365ac949bc.256p.jpg,,Thermaltake,Water 3.0 240 ARGB Sync,CL-W233-PL12SW-A,500 - 1500 RPM,25.8 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Thermalright Aqua Elite ARGB,https://m.media-amazon.com/images/I/41J9T8fA7xL.jpg,,Thermalright,N/A,Aqua Elite 360 WHITE ARGB,1550 RPM,25.6 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Noctua NH-D14 SE2011,//cdna.pcpartpicker.com/static/forever/images/product/481c425543df8c8067df2a81d7c53698.256p.jpg,,Noctua,N/A,NH-D14 SE2011,900 - 1300 RPM,12.6 - 19.8 dB,N/A,160 mm,"AM4, AM5, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
ARCTIC Freezer 13 CO,//cdna.pcpartpicker.com/static/forever/images/product/6d4e3029809d677e7dd23b14978297a2.med.256p.jpg,,ARCTIC,Freezer 13 CO,"UCACO-FZ13100-BL, UCACO-FZ130-BL",600 - 2000 RPM,24.4 dB,N/A,130 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366",No,No,10
ID-COOLING ZOOMFLOW 240,//cdna.pcpartpicker.com/static/forever/images/product/62dc85935a84ff4270322c40890b234e.256p.jpg,,ID-COOLING,N/A,ZOOMFLOW 240,900 - 2000 RPM,16.3 - 33.5 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
aigo Shadow Max,https://m.media-amazon.com/images/I/513AketPUlL.jpg,,aigo,N/A,Shadow Max,800 - 2500 RPM,29.6 dB,Black,141 mm,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,9
Cougar Forza 50,https://m.media-amazon.com/images/I/41yAZfsnJPL.jpg,,Cougar,N/A,"Forza 50, CGR-FZA50, 3MFZA50.0001",600 - 2000 RPM,34.5 dB,Black,155 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Jonsbo PISA A5,//cdna.pcpartpicker.com/static/forever/images/product/c93923174b3c05e7aa666b76c79817bb.256p.jpg,,Jonsbo,N/A,PISA A5 White,800 - 1850 RPM,36.8 dB,White,153 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Noctua NH-C14,//cdna.pcpartpicker.com/static/forever/images/product/da11417237d9e404a5c1a71c2a616e3e.256p.jpg,,Noctua,N/A,NH-C14,750 - 1200 RPM,10.1 - 19.6 dB,N/A,130 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700",No,No,8
Deepcool CAPTAIN 240EX WHITE,//cdna.pcpartpicker.com/static/forever/images/product/32624184883865175a67d281bcde4218.256p.jpg,,Deepcool,N/A,"CAPTAIN 240EX WHITE, CAPTAIN 240 EX WHITE",500 - 1800 RPM,17.6 - 31.3 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,7
Aerocool P7-L240,https://images-eu.ssl-images-amazon.com/images/I/41IOsPQI8ML.jpg,,Aerocool,N/A,P7-L240,600 - 1800 RPM,10.5 - 31.8 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
ID-COOLING FX360 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/6d0ddf4674f36d5bc37426c5bb41d4d0.256p.jpg,,ID-COOLING,N/A,FX360 ARGB,500 - 1800 RPM,35.2 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
ID-COOLING IS-50X V3,/static/forever/img/no-image.png,,ID-COOLING,N/A,IS-50X V3,500 - 2000 RPM,31.2 dB,Black / Gray,56 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Enermax LIQMAXFLO 420,https://m.media-amazon.com/images/I/41eka2PdP0L.jpg,$129.99 ,Enermax,LIQMAXFLO 420,ELC-LMF420T-ARGB,500 - 1700 RPM,25.47 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 420 mm,No,9
Evercool LGAL1156A-B715,//cdna.pcpartpicker.com/static/forever/images/product/c800701b87fdd34ff6bd756755efa367.med.256p.jpg,$59.48 ,Evercool,N/A,LGAL1156A-B715,1000 - 5500 RPM,56 dB,N/A,28 mm,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,9
Thermaltake TOUGHAIR 510,https://m.media-amazon.com/images/I/41IVcVeonqL.jpg,$56.31 ,Thermaltake,N/A,CL-P075-AL12RG-A,500 - 1200 RPM,23.6 dB,Green,160 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
SilentiumPC Fortis 5,//cdna.pcpartpicker.com/static/forever/images/product/ece2ecfc5df39f8b0e0c913a90d689bf.256p.jpg,,SilentiumPC,Fortis 5,SPC306,300 - 1400 RPM,N/A,Black / Silver,159 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Cooler Master MasterLiquid ML240P Mirage,//cdna.pcpartpicker.com/static/forever/images/product/383c36908955e3164fdc12291538c3f1.256p.jpg,,Cooler Master,MasterLiquid ML240P Mirage,MLY-D24M-A20PA-R1,2000 RPM,27 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, sTR4, sTRX4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
MSI MAG CORELIQUID R,//cdna.pcpartpicker.com/static/forever/images/product/63c2eafdab74fe8d9b3bd8725400c29c.256p.jpg,,MSI,N/A,"MAG CORE LIQUID 360R, 306-7ZW1C31-813",500 - 2000 RPM,14.3 - 34.3 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Deepcool GAMMAXX L360 A-RGB,//cdna.pcpartpicker.com/static/forever/images/product/91264b724c8259a9f1163f850b6b5107.256p.jpg,,Deepcool,GAMMAXX L360 A-RGB,DP-H12CF-GL360-ARGB-WH,500 - 1800 RPM,30 dB,White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Silverstone IceGem 240P,//cdna.pcpartpicker.com/static/forever/images/product/189e44363263af9e49eac293104198aa.256p.jpg,$164.12 ,Silverstone,IceGem 240P,SST-IG240P-ARGB,600 - 2200 RPM,7.3 - 36.6 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Enermax ETS-F40-FS,//cdna.pcpartpicker.com/static/forever/images/product/82e9db6d3032647a12c81df6a55277a4.256p.jpg,$39.99 ,Enermax,N/A,ETS-F40-W-ARGB,300 - 1200 RPM,10 - 23 dB,White,158 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
ARCTIC Liquid Freezer II 240 RGB,https://m.media-amazon.com/images/I/51SwilnDG3L.jpg,$116.47 ,ARCTIC,Liquid Freezer II 240 RGB,ACFRE00098A,200 - 1800 RPM,22.5 dB,Black / Gray,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Silverstone AR12-TUF,//cdna.pcpartpicker.com/static/forever/images/product/2b1c5d16bcc991134a68e8d0e6c82ed6.256p.jpg,$46.74 ,Silverstone,AR12-TUF,"SST-AR12-TUF, AR12-TUF",300 - 2200 RPM,6.2 - 34.4 dB,Black / Orange,154 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Thermalright Core Matrix,//cdna.pcpartpicker.com/static/forever/images/product/4dbb4db9e6033075dbac17f2822758d1.256p.jpg,,Thermalright,N/A,Core Matrix 360 BLACK,2150 RPM,27 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Fractal Design Celsius+ S28 Prisma PWM ARGB,//cdna.pcpartpicker.com/static/forever/images/product/c816c7ddd77dd96bfb07cc1626f70ef4.256p.jpg,,Fractal Design,Celsius+ S28 Prisma PWM ARGB,FD-W-2-S2802,500 - 1700 RPM,34.1 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
Cougar Forza 50 Essential,https://m.media-amazon.com/images/I/41yAZfsnJPL.jpg,,Cougar,N/A,"Forza 50 Essential, 3MFZE50.0001, CGR-FZAE50",600 - 2000 RPM,34.5 dB,Black / Silver,155 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Phanteks Glacier One 240MPH,//cdna.pcpartpicker.com/static/forever/images/product/3af69ce5b6bc107e2eb062f95c79efcf.256p.jpg,,Phanteks,Glacier One 240MPH,PH-GO240MPH_DWT01,500 - 2200 RPM,18 - 34.2 dB,White / Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Intel BXRTS2011LC,https://m.media-amazon.com/images/I/416lc7rgg3L.jpg,,Intel,N/A,BXRTS2011LC,2200 RPM,N/A,N/A,N/A,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,6
ARCTIC Liquid Freezer 240,https://m.media-amazon.com/images/I/41QNeB0BJ9L.jpg,,ARCTIC,Liquid Freezer 240,ACFRE00013A,500 - 1350 RPM,N/A,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,7
Gigabyte AORUS LIQUID COOLER,//cdna.pcpartpicker.com/static/forever/images/product/88f1254aa5b11e989e5c16218dfe9aa3.256p.jpg,,Gigabyte,N/A,"AORUS LIQUID COOLER 240, GP-AORUS LIQUID COOLER 240, GP-ALQCO240",2500 RPM,18 - 39.5 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Cooler Master MasterLiquid LC240E RGB,https://m.media-amazon.com/images/I/41z+K65bZML.jpg,,Cooler Master,MasterLiquid LC240E RGB,MLA-D24M-A18PC-R1,650 - 1800 RPM,31.5 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
ADATA XPG LEVANTE 240,//cdna.pcpartpicker.com/static/forever/images/product/80cd7af42c217978db714d119d849a5d.256p.jpg,$109.99 ,ADATA,XPG LEVANTE 240,"LEVANTE240-BKCWW, 15260000",600 - 2000 RPM,34 dB,Black,N/A,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
YEYIAN VATN 120 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/79cc38f397c0a4856c91117fbbaa28d1.256p.jpg,,YEYIAN,VATN 120 ARGB,YTS-120SL-01,800 - 2000 RPM,25 - 32 dB,Black,53 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
BitFenix Cube ARGB,//cdna.pcpartpicker.com/static/forever/images/product/bf00de108ed10968b0fb51297256b21f.256p.jpg,$74.90 ,BitFenix,N/A,BFW-AIO-240-WW27A-RP,2000 RPM,34 dB,White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 240 mm,No,8
ARCTIC Freezer 13,//cdna.pcpartpicker.com/static/forever/images/product/9f614742afebe36ee5ff0c361778a965.med.256p.jpg,,ARCTIC,Freezer 13,ACFZ13,600 - 2000 RPM,N/A,N/A,130 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366",No,No,8
Asus ROG RYUJIN II ARGB,//cdna.pcpartpicker.com/static/forever/images/product/6431670df299cbb667f7b7397eb02b65.256p.jpg,,Asus,N/A,"ROG RYUJIN II 360 ARGB, 90RC00B1-S0P000",N/A,N/A,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,6
Noctua NH-U12P SE2,//cdna.pcpartpicker.com/static/forever/images/product/4b6e3f5b7ca2627b6f74fad155920c6e.256p.jpg,,Noctua,N/A,NH-U12P SE2,900 - 1300 RPM,12.6 - 19.8 dB,N/A,158 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700",No,No,8
Noctua NH-L9a,//cdna.pcpartpicker.com/static/forever/images/product/0243e2de55a447f1275edb2419d986d9.med.256p.jpg,,Noctua,N/A,NH-L9a,2500 RPM,N/A,N/A,37 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+",No,No,7
Thermalright AXP-100 Full Copper,https://m.media-amazon.com/images/I/41gisV+JsIL.jpg,,Thermalright,N/A,AXP-100 Full Copper,900 - 2500 RPM,N/A,Orange,58 mm,"AM4, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
upHere CCF150CF,https://m.media-amazon.com/images/I/41jd8KEtR9L.jpg,,upHere,CCF150CF,CCF150CF-USA,600 - 1800 RPM,16.1 - 27.7 dB,Black,154 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366",No,No,10
Deepcool GAMMAXX 400 V2,https://m.media-amazon.com/images/I/41Wc-e2B7BL.jpg,,Deepcool,GAMMAXX 400 V2,"DP-MCH4-GMX400V2-RD, GAMMAXX400V2-RED",500 - 1650 RPM,N/A,Black / Red,155 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700",No,No,9
Asus TUF Gaming LC 240 RGB,//cdna.pcpartpicker.com/static/forever/images/product/1c000043756d421bd53e69a8a85f283b.256p.jpg,,Asus,TUF Gaming LC 240 RGB,90RC0091-M0AAY0,800 - 2000 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Asus TUF Gaming LC 120 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/bbdb46ebccbe24c69508aaad308d57aa.256p.jpg,,Asus,TUF Gaming LC 120 ARGB,90RC00H1-M0AAY0,800 - 2000 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 120 mm,No,8
ID-COOLING AURAFLOW X 240 EVO,//cdna.pcpartpicker.com/static/forever/images/product/b6c275a4bde48e0cd0ea0a3251366770.256p.jpg,,ID-COOLING,N/A,AURAFLOW X 240 EVO,700 - 1800 RPM,18 - 35.2 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
ID-COOLING IS-30A,//cdna.pcpartpicker.com/static/forever/images/product/e389f289af16e0441c2416a9461e4d53.256p.jpg,,ID-COOLING,N/A,IS-30A,800 - 3600 RPM,17 - 35.8 dB,Black / Silver,30 mm,"AM4, AM5",No,No,9
Thermaltake TOUGHLIQUID Ultra,//cdna.pcpartpicker.com/static/forever/images/product/00c14b26e323361b8a2532407f138e7f.256p.jpg,$199.99 ,Thermaltake,N/A,CL-W374-PL14BL-A,500 - 2000 RPM,33.2 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,8
Alphacool Eisbaer Aurora 240,//cdna.pcpartpicker.com/static/forever/images/product/bc1553239930731c6ae64c658ec3c151.256p.jpg,$134.95 ,Alphacool,Eisbaer Aurora 240,"11728, 1016662",800 - 2000 RPM,N/A,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
ARCTIC Freezer A35 CO,//cdna.pcpartpicker.com/static/forever/images/product/078851f1ba4d5e1aaced6c65dc62c59e.256p.jpg,$38.99 ,ARCTIC,Freezer A35 CO,ACFRE00113A,200 - 1800 RPM,N/A,Black / Silver,158 mm,"AM4, AM5",No,No,9
Thermaltake Floe DX RGB 360 TT Premium Edition,//cdna.pcpartpicker.com/static/forever/images/product/26f333cb4b550138b630f53d2a524a34.256p.jpg,,Thermaltake,Floe DX RGB 360 TT Premium Edition,CL-W256-PL12SW-A,500 - 1500 RPM,19 - 23.9 dB,Black / Gray,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Corsair H90,https://m.media-amazon.com/images/I/51PthEVCTJL.jpg,,Corsair,N/A,"H90, CWCH90, CW-9060013-WW",1500 RPM,35 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 140 mm,No,7
Deepcool GAMERSTORM CAPTAIN 240X,//cdna.pcpartpicker.com/static/forever/images/product/566432fc5b87625f1e895fabd8c15cf0.256p.jpg,,Deepcool,GAMERSTORM CAPTAIN 240X,CAPTAIN 240X,500 - 1800 RPM,32.1 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
PC Cooler GI-D66A,//cdna.pcpartpicker.com/static/forever/images/product/12988c162b590faa2e22820cc961d3a9.256p.jpg,,PC Cooler,N/A,GI-D66A,1000 - 2000 RPM,8 - 29.1 dB,Black,160 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,9
Deepcool CASTLE 240EX WHITE,//cdna.pcpartpicker.com/static/forever/images/product/e3beee691704929456216065b523a51f.256p.jpg,,Deepcool,CASTLE 240EX WHITE,"DP-GS-H12W-CSL240EXWH, DP-GS-H12W-CSL240EXW, CASTLE 240EX WHITE",500 - 1800 RPM,32.1 dB,White / Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
